id,name,popularity,explicit,artists,id_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
6iW38RGqdDGOofmz2HeXLW,Piece Of Your Heart - Alok Remix,78,0,"'MEDUZA', 'Alok', 'Goodboys'","'0xRXCcSX89eobfrshSVdyu', '0NGAZxHanS9e0iNHpR8f2W', '2nm38smINjms1LtczR0Cei'",0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033,4,166.0
6AMTUbWihFZOwOeHxZN2Ge,Vou falar que não quero,78,0,'Vitor Fernandes','3TJGVUkSJzk5ZPixMFczZX',0.665,0.705,4,-5.458,1,0.0317,0.592,3.91e-05,0.164,0.597,155.994,4,187.0
5CLGzJsGqhCEECcpnFQA8x,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",78,0,"'Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen'","'4WN5naL3ofxrVBgFpguzKo', '4ScCswdRlyA23odg9thgIO', '3JhNCzhSMTxs9WLGJJxWOY', '2U3FuHYvL3vhkbDAXm24Ep'",0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,4,211.0
6jEZLz3YpnEBRpVkv35AmP,Gasolina,78,0,'Daddy Yankee','4VMYDCV2IEDYJArk749S6m',0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,4,193.0
5id3Rqn7SPj1LX4FfY4nGz,Together,78,0,'Sia','5WUlDfRSoLAfcVSX1WnrxN',0.521,0.877,7,-5.444,1,0.0683,0.0132,0.0806,0.0929,0.199,180.007,4,205.0
1bd4heB3yXc5iFTPoOMPuo,slower,78,0,'Tate McRae','45dkTj5sMRSjrmBSBeiHym',0.589,0.364,1,-8.079,0,0.0419,0.595,0.0,0.334,0.21,104.991,4,188.0
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,78,0,'Taylor Swift','06HL4z0CvFAxyc27GXpf02',0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,4,220.0
1A8990rtwHQ417l3yADe5t,GNF (OKOKOK),78,1,'Polo G','6AgTAQt8XS6jRWi4sX7w49',0.753,0.659,8,-9.671,1,0.416,0.659,0.0,0.098,0.459,146.022,4,116.0
52CBUrIdyf8tbZaUY9iawE,After School,78,0,'Weeekly','73B9bjqS2Z5KLXNGqXf64m',0.634,0.928,1,-1.609,1,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,4,205.0
61mWefnWQOLf90gepjOCb3,Duality,78,0,'Slipknot','05fG473iIaoy82BF1aGhL8',0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4,253.0
1rIKgCH4H52lrvDcz50hS8,Lush Life,78,0,'Zara Larsson','1Xylc3o4UrD53lo9CvFvVg',0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,4,201.0
5RhWszHMSKzb7KiXk4Ae0M,One Last Kiss,78,0,'Hikaru Utada','7lbSsjYACZHn1MSDXPxNF2',0.592,0.54,8,-11.249,0,0.0587,0.692,0.00187,0.0965,0.354,111.955,4,252.0
2mMZAd3ol9wGI2WJl4XJCF,Verte,78,0,"'Nicki Nicole', 'Dread Mar I', 'Bizarrap'","'2UZIAOlrnyZmyzt1nuXr9y', '1aw0Cdl1DIrtUrUA6fGbAR', '716NhGYqD1jl2wI1Qkgq36'",0.773,0.668,4,-4.254,0,0.366,0.374,0.0,0.0763,0.741,150.043,4,157.0
3kW4z2pIj5VY5fLjBrMRL5,P2,78,1,'Lil Uzi Vert','4O15NlyKLIASxsJ0PrXPfz',0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,4,235.0
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,78,0,'Lady Gaga','1HY2Jd0NmPuamShAr6KMms',0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,4,237.0
78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,78,0,'Led Zeppelin','36QJpDe2go2KgaRleHCDTp',0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4,146.0
3G69vJMWsX6ZohTykad2AU,One,78,0,'U2','51Blml2LZPmy7TTiAg47vQ',0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,4,276.0
0Snbzbd74RLfL0i4nn1vU5,Favorito,78,0,'Camilo','28gNT5KBp7IjEOQoevXf9N',0.611,0.851,9,-2.982,1,0.0598,0.229,0.0,0.232,0.823,178.032,4,212.0
4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,78,0,"""Guns N' Roses""",'3qm84nBOXUEQ2vnTfUTTFC',0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4,336.0
630DpnzdfjdVqv2yLfPbAX,Bertaut,78,0,'Nadin Amizah','20zafXaLhm5IcXnSU93rNn',0.47,0.131,6,-13.29,1,0.0362,0.933,0.00245,0.109,0.115,118.836,3,316.0
6qCsKKS7Ol63SJW3LOIX5R,Plastic Hearts,78,0,'Miley Cyrus','5YGY8feqx7naU7z4HrwZM6',0.551,0.756,2,-4.948,1,0.0652,0.0511,0.0,0.0765,0.618,175.984,4,206.0
0TUW9faHNaBmi89wsYGp9y,Mamichula - con Nicki Nicole,78,0,"'Trueno', 'Nicki Nicole', 'Bizarrap', 'Taiu', 'TATOOL'","'2x7PC78TmgqpEIjaGAZ0Oz', '2UZIAOlrnyZmyzt1nuXr9y', '716NhGYqD1jl2wI1Qkgq36', '5szJHKg5xeUlQ9pTqzdpic', '0shHIQr8VamXbzM66kwGQo'",0.696,0.678,4,-5.893,0,0.0735,0.582,2.22e-06,0.134,0.346,91.985,4,219.0
5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,78,0,'Empire of the Sun','67hb7towEyKvt5Z8Bx306c',0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4,198.0
1D4PL9B8gOg78jiHg3FvBb,Love Story,78,0,'Taylor Swift','06HL4z0CvFAxyc27GXpf02',0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,4,236.0
3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,78,0,"'Jonas Blue', 'JP Cooper'","'1HBjj22wzbscIZ9sEb5dyf', '4kYGAK2zu9EAomwj3hXkXy'",0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,4,197.0
3eBnEo9WL34ulBCZlLpUQO,Chicken Fried,78,0,'Zac Brown Band','6yJCxee7QumYr820xdIsjo',0.566,0.713,6,-4.25,1,0.0417,0.645,0.0,0.114,0.807,169.864,4,238.0
0LWkaEyQRkF0XAms8Bg1fC,Party Up,78,1,'DMX','1HwM5zlC5qNWhJtM00yXzG',0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,4,269.0
2VOomzT6VavJOGBeySqaMc,Disturbia,78,0,'Rihanna','5pKCCKE2ajJHZ9KAiaK11H',0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,4,239.0
0RE4crnT3jRms1xxVlEZx2,Bad boy,78,0,'Marwa Loud','46wEUZyujVrFSrdCnTKQmV',0.796,0.496,9,-8.165,0,0.0388,0.431,5.51e-06,0.0781,0.716,97.988,4,188.0
51rPRW8NjxZoWPPjnRGzHw,Tadow,78,0,"'Masego', 'FKJ'","'3ycxRkcZ67ALN3GQJ57Vig', '2FwDTncULUnmANIh7qKa5z'",0.704,0.487,9,-6.407,0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,4,302.0
0JiY190vktuhSGN6aqJdrt,So What,78,1,'P!nk','1KCSPY1glIKqW2TotWuXOR',0.534,0.87,11,-3.078,0,0.0425,0.000329,0.0,0.241,0.462,126.019,4,215.0
4GssB27iJeqmfGxS94Tfij,Popular Monster,78,1,'Falling In Reverse','2CmaKO2zEGJ1NWpS1yfVGz',0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,4,221.0
6lruHh1jF7ezgbLv72xYmf,FML,78,1,'Arizona Zervas','0vRvGUQVUjytro0xpb26bs',0.822,0.575,5,-5.95,1,0.0934,0.113,0.0,0.106,0.616,100.087,4,223.0
5YL553x8sHderRBDlm3NM3,White Horse (Taylor’s Version),78,0,'Taylor Swift','06HL4z0CvFAxyc27GXpf02',0.423,0.517,0,-7.377,1,0.0486,0.369,0.0,0.177,0.366,185.262,4,235.0
0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,78,0,'Led Zeppelin','36QJpDe2go2KgaRleHCDTp',0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,4,334.0
3GYlQmwfBDo7imFyGPhrl7,Say My Name,78,0,"'Dimitri Vegas & Like Mike', 'Regard', 'Dimitri Vegas'","'73jBynjsVtofjRpdpRAJGk', '4ofCBoyEiGSePFAG500xev', '2HkAI0YrEcgoR8QdaURqhO'",0.729,0.788,10,-4.832,0,0.0908,0.0703,0.0,0.115,0.857,118.039,4,160.0
1jzDzZWeSDBg5fhNc3tczV,Paranoid,78,0,'Black Sabbath','5M52tdBnJaKSvOpJGz8mfZ',0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,4,168.0
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,78,1,"'Dr. Dre', 'Snoop Dogg'","'6DPYiyq5kWVQS4RGwxzPC7', '7hJcb9fa4alzcOq3EaNPoG'",0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,4,162.0
4aVuWgvD0X63hcOCnZtNFA,Hold the Line,78,0,'TOTO','0PFtn5NtBbbUNbU9EAmIWF',0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4,236.0
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,78,0,'Red Hot Chili Peppers','0L8ExT028jH3ddEcZwqJJ5',0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,216.0
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,78,0,'Katy Perry','6jJ0s89eD6GaHleKKya26X',0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,4,224.0
6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,77,0,'M83','63MQldklfxkjYDoUE4Tppz',0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,4,244.0
1VdZ0vKfR5jneCmWIUAMxK,The A Team,77,0,'Ed Sheeran','6eUKZXaKkcviH0Ku9w2n3V',0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,4,258.0
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),77,0,"'Pitbull', 'Chris Brown'","'0TnOYISbd1XYRBk9myaseg', '7bXgB6jMjp9ATFy66eO08Z'",0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,4,227.0
5u6lAvdS8mmHHTHQlC3TtN,Desde Morro,77,0,'Justin Morales','5D7x9esAF6twPxuOqSMkeO',0.79,0.688,2,-5.476,0,0.0319,0.0994,0.0,0.111,0.816,97.486,3,147.0
2NWVdwbd2hPIzC2lyf4y63,Moral of the Story (feat. Niall Horan),77,1,"'Ashe', 'Niall Horan'","'6P5NO5hzJbuOqSdyPB7SJM', '1Hsdzj7Dlq2I7tHP7501T4'",0.599,0.374,10,-8.896,1,0.0385,0.495,0.0,0.221,0.224,119.9,4,199.0
5LxvwujISqiB8vpRYv887S,I Want You Back,77,0,'The Jackson 5','2iE18Oxc8YSumAU232n4rW',0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,4,176.0
2z4U9d5OAA4YLNXoCgioxo,What the Hell,77,0,'Avril Lavigne','0p4nmQO2msCgU4IF37Wi3j',0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,4,221.0
28xX6K8LnkZve4RiuEB3iK,Sweet Melody,77,0,'Little Mix','3e7awlrlDSwF3iM0WBjGMp',0.448,0.824,5,-4.249,0,0.057,0.0739,0.0,0.113,0.419,119.965,4,214.0
6juLaduD4STCUDWT0AYun4,MORE,77,0,"'K/DA', 'Madison Beer', '(G)I-DLE', 'Lexie Liu', 'Jaira Burns', 'Seraphine', 'League of Legends'","'4gOc8TsQed9eqnqJct2c5v', '2kRfqPViCqYdSGhYSM9R0Q', '2AfmfGFbe0A0WsTYm0SDTx', '6fs2or0cKLEM2xohWq8SoX', '0tRFWXqKBBQcu5oFVOgVzX', '4TqlcgMFDryY96KWcvrhTv', '47mIJdHORyRerp4os813jD'",0.66,0.787,1,-4.592,0,0.032,0.00257,0.0,0.323,0.199,142.018,4,217.0
0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,77,0,'Paul Simon','2CvCyf1gEVhI0mX6aFXmVI',0.776,0.763,5,-8.124,1,0.0535,0.182,0.0065,0.077,0.82,128.433,4,280.0
6xZ4Q2k2ompmDppyeESIY8,Level of Concern,77,0,'Twenty One Pilots','3YQKmKGau1PzlVlkL1iodx',0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,4,220.0
4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),77,0,"'Martin Garrix', 'Clinton Kane'","'60d24wfXkVzDSfLS6hyCjZ', '7okSU80WTrn4LXlyXYbX3P'",0.573,0.739,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.077,4,174.0
4slSrbTK1sNK4I1mDYEthf,Rover (feat. DTG),77,1,"'S1mba', 'DTG'","'71jSVPQ6yskfyvWeiwvT5s', '6kZWqUZqptyxb8Ki5DyBAg'",0.613,0.624,11,-6.66,0,0.206,0.496,0.0,0.283,0.804,62.948,5,168.0
6zEgnpM0qYmHLDnh8WPejL,Amarillo,77,0,'J Balvin','1vyhD5VmyZ7KMfW5gqLgo5',0.641,0.857,1,-5.725,0,0.301,0.013,0.00534,0.0695,0.961,122.728,5,158.0
3FU6urUVsgXa6RBuV2PdRk,Heartless (feat. Morgan Wallen),77,1,"'Diplo', 'Morgan Wallen'","'5fMUXHkw8R8eOP2RNVYEZX', '4oUHIQIBe0LHzYfvXNW4QM'",0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,4,169.0
3YzhsBh8BRGxbMThPC3Ibw,Nesesari (feat. Philkeyz),77,0,"'Kizz Daniel', 'Philkeyz'","'1X6cBGnXpEpN7CmflLKmLV', '4f2Osmfrp1z54Y2d7Nf8vf'",0.774,0.802,5,-5.482,0,0.123,0.328,2.7e-06,0.0666,0.95,110.793,4,178.0
0HMjXBAZmSYOTTi33WpMso,History,77,0,'One Direction','4AK6F7OLvEQ5QYCBNiQWHq',0.655,0.699,11,-4.421,1,0.0493,0.0352,0.0,0.064,0.802,86.704,4,187.0
0ZEYRVISCaqz5yamWZWzaA,Melukis Senja,77,0,'Budi Doremi','6Ifk2cbxyVzT41jLexYCas',0.645,0.372,5,-9.639,1,0.0249,0.634,0.000135,0.0853,0.361,97.996,4,251.0
7Ewz6bJ97vUqk5HdkvguFQ,Heaven,77,0,'Bryan Adams','3Z02hBLubJxuFJfhacLSDc',0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,4,243.0
0qUcpOOna3kkrwfqky85e1,Eyes Blue Like The Atlantic (feat. Subvrbs),77,0,"'Sista Prod', 'Subvrbs'","'7cSbcJTJBBSXDjRNR2qD61', '0NVy1xEsz4i8pX33Scv75n'",0.768,0.339,0,-13.169,1,0.777,0.608,0.000956,0.261,0.568,76.229,4,155.0
71FrGl0XcpL3VId65tB5mg,Recairei - Ao Vivo,77,0,'Os Barões Da Pisadinha','5Lv2GUVwqmQBPwrTrxucE5',0.582,0.937,10,-2.118,1,0.0858,0.449,0.0,0.684,0.939,168.096,4,167.0
6c7N5N7amAOpeMykjlovjI,Walked Through Hell,77,0,'Anson Seabra','2jHp7gQArCQrlMvdrIVFCg',0.508,0.404,10,-11.092,1,0.0788,0.664,0.0,0.104,0.129,81.713,4,217.0
5KfEZIfXixRmVadOEMfzum,Martılar,77,0,'EDIS','1AM52XHXnWAEqnQwpxTLWm',0.84,0.611,11,-6.904,0,0.0718,0.0615,0.0,0.131,0.898,122.997,4,157.0
5TU6HG6Ltm7ZYr3r5dZjsA,Eu Tenho Medo,77,0,'Zé Vaqueiro','5K8Rmjmf4RZFffz94EmBRt',0.601,0.895,4,-2.123,0,0.0385,0.615,0.0,0.192,0.372,150.029,4,217.0
5BK0uqwY9DNfZ630STAEaq,gold rush,77,1,'Taylor Swift','06HL4z0CvFAxyc27GXpf02',0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,4,185.0
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,77,1,"'Kendrick Lamar', 'Jay Rock'","'2YZyLoL8N0Wb9xBt1NhZWg', '28ExwzUQsvgJooOI0X1mr3'",0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,4,387.0
6cZH4rX1KTt1aJ3Ql6Ynja,Me and My Guitar,77,1,'A Boogie Wit da Hoodie','31W5EY0aAly4Qieq6OFu6I',0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,4,162.0
6Ac4NVYYl2U73QiTt11ZKd,Hooked on a Feeling,77,0,"'Blue Swede', 'Björn Skifs'","'0UpuH5U4nZ3UGGUJi0Zfbp', '1Ek3VdZ8EPmcvgRIqnHlrF'",0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,4,173.0
2yAVzRiEQooPEJ9SYx11L3,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,77,0,"'Eiffel 65', 'Gabry Ponte'","'64rxQRJsLgZwHHyWKB8fiF', '5ENS85nZShljwNgg4wFD7D'",0.822,0.969,7,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007,4,284.0
3wYRLYuO1M88d8woWUIxct,Ignorantes,77,1,"'Bad Bunny', 'Sech'","'4q3ewBCX7sLwd24euuV69X', '77ziqFxp5gaInVrF2lj4ht'",0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,4,211.0
17bGtGqqaXOgVnhnfx5NlE,Looking for Me,77,0,"'Paul Woolford', 'Diplo', 'Kareen Lomax'","'4CA8PTrbq1l5IgyvBA2JSV', '5fMUXHkw8R8eOP2RNVYEZX', '0Fb9qTWnjsB90xH3zWr4oa'",0.641,0.529,6,-11.536,1,0.0288,0.00441,0.000862,0.0809,0.449,121.027,4,211.0
2oW5T6viRcUuE6Ttk6TJ9B,TPL x Fumez The Engineer - Plugged In Freestyle,77,1,"'Fumez The Engineer', 'Sava', 'BM X MINI'","'0ksX396B3t2Gt8kwr0BJZk', '25A5LqeSK0yH4ks5fGxbI2', '6xNUn9epduXbZmCgsxutSx'",0.874,0.422,10,-14.41,0,0.535,0.0829,0.0,0.12,0.276,140.001,4,218.0
70C4NyhjD5OZUMzvWZ3njJ,Piano Man,77,0,'Billy Joel','6zFYqv1mOsgBRQbae3JJ9e',0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3,339.0
3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,77,0,'The Beatles','3WrFJ7ztbogyGnTHbHJFl2',0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,4,126.0
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,77,0,'Blue Öyster Cult','00tVTdpEhQQw1bqdu8RCx2',0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,4,308.0
4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,77,0,'Vanessa Carlton','5ILrArfIV0tMURcHJN8Q07',0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,4,237.0
1v7L65Lzy0j0vdpRjJewt1,"Lose Yourself - From ""8 Mile"" Soundtrack",77,1,'Eminem','7dGJo4pcD2V6oG8kP0tJRR',0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,4,322.0
70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,77,0,'ZZ Top','2AM4ilv6UzW0uMRuqKtDgN',0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,4,230.0
3jHdKaLCkuNEkWcLVmQPCX,BEST INTEREST,77,1,"'Tyler, The Creator'",'4V8LLVI7PbaPR0K2TGSxFF',0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,3,128.0
1bp2IO61zbQrbWNmKKxg3f,The Joker,77,0,'Steve Miller Band','6QtGlUje9TIkLrgPZrESuk',0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4,265.0
67hbP9PFQZrb4XZc3TzB0s,"Rasputin - 7"" Version",77,0,'Boney M.','54R6Y0I7jGUCveDTtI21nb',0.694,0.719,6,-12.734,0,0.048,0.47,0.00121,0.44,0.972,126.212,4,221.0
4Hhv2vrOTy89HFRcjU3QOx,At Last,77,0,'Etta James','0iOVhN3tnSvgDbcg25JoJb',0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,3,180.0
59nnGpAU3AiL2tD0o2It11,Ayer Me Llamó Mi Ex – Remix,77,0,"'KHEA', 'Natti Natasha', 'Prince Royce', 'Lenny Santos'","'4m6ubhNsdwF4psNf3R8kwR', '1GDbiv3spRmZ1XdM1jQbT7', '3MHaV05u0io8fQbZ2XPtlC', '4bODqflR0Wo3i3fCwwCIPq'",0.784,0.691,10,-4.972,0,0.0437,0.231,0.0,0.119,0.548,117.032,4,256.0
7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,77,1,"'Big Sean', 'E-40'","'0c173mlxpT3dSFRgMO8XPh', '3crnzLy8R4lVwaigKEOz7V'",0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,4,284.0
4QIo4oxwzzafcBWkKjDpXY,xanny,77,0,'Billie Eilish','6qqNVTkY8uBg9cP3Jd7DAH',0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,4,244.0
170DNUSnQRp1tGpppF26pA,Epidemic,77,1,'Polo G','6AgTAQt8XS6jRWi4sX7w49',0.616,0.617,1,-8.431,1,0.52,0.128,0.0,0.177,0.476,175.929,4,177.0
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,77,0,'Taylor Swift','06HL4z0CvFAxyc27GXpf02',0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4,178.0
2MeEuwplwbbjZ7hxRI6viw,El Güero (Feat. Marca MP),77,0,"'Grupo Firme', 'Marca MP'","'1dKdetem2xEmjgvyymzytS', '44mEtidu0VdRkIqO4IbkNa'",0.625,0.554,10,-5.531,1,0.0618,0.417,0.0,0.305,0.846,111.911,4,213.0
2TzkIzgzIHhewMxyh1u4hh,Vámonos a Marte,77,0,'Kevin Kaarl','6OBGbSaBUvQtk9wpQfDbOE',0.675,0.16,0,-11.667,1,0.0586,0.985,0.00688,0.164,0.247,69.754,4,179.0
6cjSh516BbrNUs213jDAGm,Graduation (with Juice WRLD),77,1,"'benny blanco', 'Juice WRLD'","'5CiGnKThu5ctn9pBxv7DGa', '4MCBfE4596Uoi2O4DtmEMz'",0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968,4,178.0
4hPpVbbakQNv8YTHYaOJP4,One Thing Right,77,0,"'Marshmello', 'Kane Brown'","'64KEffDW9EtZ1y2vBYgq8T', '3oSJ7TBVCWMDMiYjXNiCKE'",0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.582,0.439,88.042,4,182.0
3Z0oQ8r78OUaHvGPiDBR3W,Into the Unknown,77,0,"'Idina Menzel', 'AURORA'","'73Np75Wv2tju61Eo9Zw4IR', '1WgXqy2Dd70QQOU7Ay074N'",0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,5,195.0
7MmrcXVA7A5zZ2CbDuGHNa,A Mí,77,0,'Rels B','2IMZYfNi21MGqxopj9fWx8',0.846,0.548,1,-6.397,1,0.256,0.241,0.0713,0.0419,0.516,94.925,4,210.0
6A25J9As7towpxovYryAWr,Such a Whore (Stellular Remix),77,1,'JVLA','24D8gx0257CDd1HAuqNuHu',0.624,0.614,2,-4.165,1,0.0448,0.00391,0.0278,0.187,0.139,168.87,4,148.0
6sPBi0qLI6KM3yXX56NxsA,Meia Noite (Você tem meu Whatsapp),77,0,'Tarcísio do Acordeon','48HORs6F9P7IgdyKrk4MZC',0.709,0.816,11,-4.787,0,0.0346,0.685,0.0,0.146,0.921,150.06,4,238.0
6WYB1odDfMPVMyp1QxFInT,Con Tus Besos,77,1,'Eslabon Armado','0XeEobZplHxzM9QzFQWLiR',0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,3,227.0
2Ee9amLUslOwgoJWZEpSSD,Mystery Lady (feat. Don Toliver),77,0,"'Masego', 'Don Toliver'","'3ycxRkcZ67ALN3GQJ57Vig', '4Gso3d4CscCijv0lmajZWs'",0.747,0.494,3,-7.957,0,0.141,0.393,0.0,0.0982,0.624,76.006,4,228.0
2fTdRdN73RgIgcUZN33dvt,"Baby, I'm Jealous (feat. Doja Cat)",77,0,"'Bebe Rexha', 'Doja Cat'","'64M6ah0SkkRsnPGtGiRAbb', '5cj0lLjcoR7YOSnhnX0Po5'",0.737,0.867,11,-2.259,0,0.0458,0.0398,0.0,0.32,0.506,98.05,4,176.0
4XKC4nfeXgyd4KQDu8arKL,100 Años,77,0,"'Carlos Rivera', 'Maluma'","'39yVoqm6sYFvvqF1RciUVf', '1r4hJ1h58CWwUQe3MxPuau'",0.548,0.568,9,-4.46,0,0.0292,0.675,0.0,0.0916,0.735,83.308,4,185.0
2x8evxqUlF0eRabbW2JBJd,Fluorescent Adolescent,77,0,'Arctic Monkeys','7Ln80lUS6He07XvHI8qqHH',0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,4,184.0
45hOioMDJktr86iKDHC8gr,Girlfriend,77,1,'Avril Lavigne','0p4nmQO2msCgU4IF37Wi3j',0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,4,217.0
45i70K1PefHafKui2WxH0M,Oh Ana,77,0,'Mother Mother','0e86yPdC41PGRkLp2Q1Bph',0.512,0.525,5,-7.152,1,0.0429,0.672,1.66e-05,0.112,0.337,128.054,4,197.0
18lR4BzEs7e3qzc0KVkTpU,What I've Done,77,0,'Linkin Park','6XyY86QOPPrYVGvF9ch6wz',0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4,206.0
4esOae7i4rqTbAu9o5Pxco,Girl on Fire,77,0,'Alicia Keys','3DiDSECUqqY1AuBP8qtaIa',0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,4,225.0
5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),77,0,"'fun.', 'Janelle Monáe'","'5nCi3BB41mBaMH9gfr6Su0', '6ueGR6SWhUJfvEhqkvMsVs'",0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4,251.0
