id,name,popularity,explicit,artists,id_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_s
4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),81,0,"'Justin Bieber', 'Quavo'","'1uNFoZAHBGtllmzznpCI3s', '0VRj0yCOv2FXJNP47XQnx5'",0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,4,213.0
27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,81,0,'Miley Cyrus','5YGY8feqx7naU7z4HrwZM6',0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,4,223.0
6NfrH0ANGmgBXyxgV2PeXt,La Difícil,81,1,'Bad Bunny','4q3ewBCX7sLwd24euuV69X',0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,4,163.0
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,81,0,'Red Hot Chili Peppers','0L8ExT028jH3ddEcZwqJJ5',0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,269.0
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),81,1,"'Black Eyed Peas', 'J Balvin'","'1yxSLGMDHlW21z4YXirZDS', '1vyhD5VmyZ7KMfW5gqLgo5'",0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,4,222.0
4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),81,1,"'Doja Cat', 'Gucci Mane'","'5cj0lLjcoR7YOSnhnX0Po5', '13y7CgLHjMVRMDqxdx0Xdo'",0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043,4,163.0
5OCJzvD7sykQEKHH7qAC3C,God is a woman,81,1,'Ariana Grande','66CXWjxzNUsdJxJ2JdwvnR',0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4,198.0
1Knctxx9vGZxpZfF66BIEa,Legends,81,1,'Juice WRLD','4MCBfE4596Uoi2O4DtmEMz',0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,4,192.0
68rVGSTnCiFOET9k5Vd8Se,parents,81,1,'YUNGBLUD','6Ad91Jof8Niiw0lGLLi3NW',0.618,0.823,7,-4.76,1,0.0447,0.0132,0.0,0.288,0.58,82.004,4,172.0
60iSKGrGazRzICtMjADNSM,Hold Me While You Wait,81,0,'Lewis Capaldi','4GNC7GD6oZMSxPGyXy4MNB',0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,4,206.0
4I5bvu2KDsrCg0EWHIcvul,Don't Play,81,0,"'Anne-Marie', 'KSI', 'Digital Farm Animals'","'1zNqDE7qDGCsyzJwohVaoX', '1nzgtKYFckznkcVMR3Gg4z', '5fyDppLDl1juIu1BcUT5zh'",0.695,0.784,6,-6.564,0,0.0402,0.0889,0.0,0.0843,0.52,128.031,4,189.0
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,81,1,'Rihanna','5pKCCKE2ajJHZ9KAiaK11H',0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3,224.0
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,81,0,'Ariana Grande','66CXWjxzNUsdJxJ2JdwvnR',0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,206.0
6LOZws7T3jqZz78unPgFF9,Dead To Me,81,0,'Kali Uchis','1U1el3k54VvEUzo3ybLPlM',0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,4,200.0
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,81,0,'Taylor Swift','06HL4z0CvFAxyc27GXpf02',0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,4,171.0
6foY66mWZN0pSRjZ408c00,Whiskey Glasses,81,0,'Morgan Wallen','4oUHIQIBe0LHzYfvXNW4QM',0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4,234.0
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,81,0,'KALEO','7jdFEYD2LTYjfwxOdlVjmc',0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,214.0
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,81,0,'Travis Scott','0Y5tJX1MQlPlqiwlOH1tJY',0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,4,191.0
5hvwx5i67IwnCkjl9VHkNv,Diamonds,81,0,'Sam Smith','2wY79sveU1sp5g7SokKOiI',0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,4,214.0
2lCkncy6bIB0LTMT7kvrD1,Azul,81,0,'J Balvin','1vyhD5VmyZ7KMfW5gqLgo5',0.843,0.836,11,-2.474,0,0.0695,0.0816,0.00138,0.0532,0.65,94.018,4,206.0
1VGzxJnVQND7Cg5H5wGj14,YEAH RIGHT,81,1,'Joji','3MZsBdqDrRTJihTHQrO6Dq',0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,4,174.0
3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,81,1,'Juice WRLD','4MCBfE4596Uoi2O4DtmEMz',0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,4,176.0
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),81,0,"'Sam Smith', 'Normani'","'2wY79sveU1sp5g7SokKOiI', '2cWZOOzeOm4WmBJRnD5R7I'",0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,4,171.0
2f0pn9DkEJwAzXApnFh5cr,Someone To You,81,0,'BANNERS','4qWnlmXWuGv2TtuxtIWlJX',0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,4,220.0
0XinBYhf1X3kdvKQHOX971,Tú Me Dejaste De Querer,81,0,"'C. Tangana', 'Niño de Elche', 'La Húngara'","'5TYxZTjIPqKM8K8NuP9woO', '5IbUz6BcOu6IVY512oxavP', '7xtnpHS34mLlxGZDVUBHSU'",0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025,4,198.0
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),81,1,"'Post Malone', 'Ty Dolla $ign'","'246dkjvS1zLTtiykXe5h60', '7c0XG5cIJTrrAgEC3ULPiq'",0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,4,221.0
2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,81,0,'blink-182','6FBDaR13swtiWwGhX1WQsP',0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,4,167.0
37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,81,0,'TWICE','7n2Ycct7Beij7Dj7meI4X0',0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,4,205.0
0DiWol3AO6WpXZgp0goxAV,One More Time,81,0,'Daft Punk','4tZwfgrHOc3mvqYlEYSvVi',0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,4,320.0
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,81,0,'System Of A Down','5eAWCfyUhZtHHtBdNk56l1',0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4,210.0
1JHvLQWHUoYuapwQikeDuD,Ele Não Tem,81,0,"'Jonas Esticado', 'Gusttavo Lima'","'22jNvLBrXGKr4CcV2tw8Ag', '7MiDcPa6UiV3In7lIM71IN'",0.656,0.85,7,-5.132,1,0.0384,0.363,0.0,0.53,0.918,155.042,4,212.0
56F3ngwk3a42aLY0o5QgBF,Fala Comigo - Ao Vivo,81,0,'Gusttavo Lima','7MiDcPa6UiV3In7lIM71IN',0.818,0.919,2,-3.013,1,0.0694,0.283,0.0,0.318,0.949,160.002,4,141.0
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,81,0,'MGMT','0SwO7SWeDHJijQ3XNS7xEE',0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,300.0
7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,80,1,'Demi Lovato','6S2OmqARrzebs0tKUEyXyp',0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,4,204.0
5NORWMFC27ywGSZxi8uquP,Ophelia,80,0,'The Lumineers','16oZKvXb6WkQlVAjwo2Wbg',0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,4,160.0
0AS63m1wHv9n4VVRizK6Hc,Mercy,80,0,'Shawn Mendes','7n2wHs1TKAczGzO7Dd2rGr',0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,4,209.0
4JE6agBLHGA5TaF6FlqfBD,As the World Caves In,80,0,'Matt Maltese','12j6dJrPXanCBwY599pZxf',0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,4,219.0
4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered,80,0,'Queen','1dfeR4HaWDbWqFHLkxsg1d',0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,4,122.0
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,80,0,'The Clash','3RGLhK1IP9jnYFH4BRFJBS',0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,4,189.0
1OOtq8tRnDM8kG2gqUPjAj,Beat It,80,0,'Michael Jackson','3fMbdgg4jU18AjLCKBhRSm',0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,4,258.0
27UcQ6dAvQrgH9C880rCM3,Love You Different (feat. BEAM),80,0,"'Justin Bieber', 'BEAM'","'1uNFoZAHBGtllmzznpCI3s', '46MWeeHNVMYRIIofQBEX98'",0.759,0.584,8,-6.655,1,0.06,0.0652,1.59e-06,0.16,0.374,127.138,4,187.0
4Agtk2MrapdZAVN7v6PuFO,Roadtrip,80,0,"'Dream', 'PmBata'","'6LArUyIoMiHmDvvOAsE2cd', '3jeXY6LJU0ZiKhXoXa9rRw'",0.459,0.581,10,-6.575,1,0.0713,0.316,0.0,0.124,0.49,176.195,4,134.0
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,80,0,"'Martin Garrix', 'Dua Lipa'","'60d24wfXkVzDSfLS6hyCjZ', '6M2wZ9GZgrQXHCFfjv46we'",0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4,221.0
3bC1ahPIYt1btJzSSEyyrF,Whistle,80,0,'Flo Rida','0jnsk9HBra6NMjO2oANoPY',0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,4,225.0
6y6jbcPG4Yn3Du4moXaenr,idfc,80,1,'blackbear','2cFrymmkijnjDg9SS92EPM',0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,4,245.0
2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,80,0,'Lewis Capaldi','4GNC7GD6oZMSxPGyXy4MNB',0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,182.0
4S2uhQE8L9V6p7rj7SiauJ,Suicidal (Remix) [feat. Juice WRLD],80,1,"'YNW Melly', 'Juice WRLD'","'1cNDP5yjU5vjeR8qMf4grg', '4MCBfE4596Uoi2O4DtmEMz'",0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,4,226.0
6A9mKXlFRPMPem6ygQSt7z,Three Little Birds,80,0,'Bob Marley & The Wailers','2QsynagSdAqZj3U9HgDzjD',0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,4,180.0
0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),80,1,"'Kodak Black', 'Offset', 'Travis Scott'","'46SHBwWsqBkxI7EeeBEQG7', '4DdkRBBYG6Yk9Ka8tdJ9BW', '0Y5tJX1MQlPlqiwlOH1tJY'",0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,4,229.0
3wJVBz7gvGTwTWVAxFa6ny,Fever,80,0,"'Dua Lipa', 'Angèle'","'6M2wZ9GZgrQXHCFfjv46we', '3QVolfxko2UyCOtexhVTli'",0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,4,157.0
4PhsKqMdgMEUSstTDAmMpg,Often,80,1,'The Weeknd','1Xyo4u8uXC1ZmMpatF05PJ',0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078,4,249.0
6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),80,1,"'Lil Baby', '42 Dugg'","'5f7VJjfbwm532GiveGC0ZK', '45gHcnDnMC15sgx3VL7ROG'",0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,4,182.0
698ItKASDavgwZ3WjaWjtz,Faded,80,0,'Alan Walker','7vk5e3vY1uw9plTHJAMwjN',0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4,212.0
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",80,0,'Ellie Goulding','0X2BH1fck6amBIoJhDVmmJ',0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,4,253.0
6wQlQrTY5mVS8EGaFZVwVF,Smile (with The Weeknd),80,1,"'Juice WRLD', 'The Weeknd'","'4MCBfE4596Uoi2O4DtmEMz', '1Xyo4u8uXC1ZmMpatF05PJ'",0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,4,196.0
7Bar1kLTmsRmH6FCKKMEyU,Hit Different,80,1,"'SZA', 'The Neptunes', 'Pharrell Williams', 'Ty Dolla $ign'","'7tYKF4w9nC0nq9CsPZTHyP', '0KuF7reCTOZwV7YJnHQqgr', '2RdwBSPQiwcmiDo9kixcl8', '7c0XG5cIJTrrAgEC3ULPiq'",0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,4,202.0
7lJoRyuNJtuiqTcKtuMuIR,Maçã Verde,80,1,'MC Hariel','0pcoadNMmvrUyab1RxWBoV',0.582,0.531,10,-3.725,1,0.0905,0.0428,7.39e-06,0.1,0.169,85.322,5,164.0
7L6G0wpIUiPXuvoo7qhb06,oops!,80,1,'Yung Gravy','2YOYua8FpudSEiB9s88IgQ',0.886,0.743,6,-6.797,0,0.0812,0.0358,0.000198,0.0511,0.941,131.902,4,140.0
7MoZgM6AsQaZw14WnKopuy,Miedito o Qué? (feat. KAROL G),80,0,"'Ovy On The Drums', 'Danny Ocean', 'KAROL G'","'3m5qlPf2OkihLz3dRYnkPA', '5H1nN1SzW0qNeUEZvuXjAj', '790FomKkXshlbRYZFtlgla'",0.851,0.776,6,-3.254,1,0.0561,0.12,0.0,0.1,0.804,95.995,4,210.0
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,80,0,'Van Morrison','44NX2ffIYHr6D4n7RaZF7A',0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,4,183.0
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,80,1,"'will.i.am', 'Britney Spears'","'085pc2PYOi8bGKj0PNjekA', '26dSoYclwsYLMAKD3tpOr4'",0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4,283.0
4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),80,0,"'ROSALÍA', 'Travis Scott'","'7ltDVBr6mKbRvohxheJ9h1', '0Y5tJX1MQlPlqiwlOH1tJY'",0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,4,129.0
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,80,0,'Lana Del Rey','00FQb4jTyendYWaN8pK0wa',0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,4,236.0
6habFhsOp2NvshLv26DqMb,Despacito,80,0,"'Luis Fonsi', 'Daddy Yankee'","'4V8Sr092TqfHkfAA5fXXqG', '4VMYDCV2IEDYJArk749S6m'",0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,4,229.0
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,80,0,'Carly Rae Jepsen','6sFIWsNpZYqfjUpaCgueju',0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,193.0
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),80,1,"'SZA', 'Travis Scott'","'7tYKF4w9nC0nq9CsPZTHyP', '0Y5tJX1MQlPlqiwlOH1tJY'",0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,4,275.0
6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",80,1,'The Offspring','5LfGQac0EIXyAN8aUwmNAQ',0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,178.0
0azC730Exh71aQlOt9Zj3y,This Is What You Came For (feat. Rihanna),80,0,"'Calvin Harris', 'Rihanna'","'7CajNmpbOovFoOoasH2HaY', '5pKCCKE2ajJHZ9KAiaK11H'",0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,222.0
3gD4J3RUHy4OUuZ3qAiaiG,Caramelo,80,0,'Ozuna','1i8SpTcr7yvPOmcqrbnVXY',0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,4,218.0
56Ta1O7Jxxpjnc6cWdDKUo,Si Me Dices Que Sí,80,0,"'Reik', 'Farruko', 'Camilo'","'0vR2qb8m9WHeZ5ByCbimq2', '329e4yvIujISKGKz1BZZbO', '28gNT5KBp7IjEOQoevXf9N'",0.578,0.634,8,-5.979,0,0.333,0.00473,0.0,0.132,0.216,183.89,4,212.0
37f4ITSlgPX81ad2EvmVQr,Fight Song,80,0,'Rachel Platten','3QLIkT4rD2FMusaqmkepbq',0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,4,204.0
5RmSunLqeDqNWww8LWhAiK,WACHA,80,1,"'KHEA', 'Duki'","'4m6ubhNsdwF4psNf3R8kwR', '1bAftSH8umNcGZ0uyV7LMg'",0.737,0.634,3,-4.25,0,0.0424,0.345,0.0,0.111,0.528,94.927,4,206.0
51pshtuYkgUQnt5huMPbKL,The Spins,80,1,'Mac Miller','4LLpKhyESsyAXpc4laK94U',0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007,4,196.0
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony,80,0,'The Verve','2cGwlqi3k18jFpUyTrsR84',0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,4,357.0
1O74aTse7W5hd2rAvnEVaW,Xerecard,80,1,"'Jeff Costa', 'Mc Danny'","'7FMscVRC6dsjpDpgt1r4Hn', '3PZTvUS5fUUhV3EKAjqdZk'",0.94,0.739,4,-6.297,1,0.0441,0.426,0.000951,0.286,0.962,125.964,4,236.0
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,80,1,'ZAYN','5ZsFI1h6hIdQRw2ti0hz81',0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,4,203.0
2CEgGE6aESpnmtfiZwYlbV,Dynamite,80,0,'Taio Cruz','6MF9fzBmfXghAz953czmBC',0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,4,203.0
5sICkBXVmaCQk5aISGR3x1,Enter Sandman,80,0,'Metallica','2ye2Wgw4gimLv2eAKyk1NB',0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,331.0
6b8Be6ljOzmkOmFslEb23P,24K Magic,80,0,'Bruno Mars','0du5cEVh5yTK9QJze8zA0C',0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,4,226.0
58f4twRnbZOOVUhMUpplJ4,Brown Munde,80,0,"'AP Dhillon', 'Gminxr', 'Gurinder Gill', 'Shinda Kahlon'","'6LEG9Ld1aLImEFEVHdWNSB', '4vvW590Gq8dNWsP5BM9FkS', '5DHi2MeoRgAwPE0A0qwRMl', '6aQfrWHwAcuY8IYItbChZh'",0.854,0.611,8,-6.26,0,0.0864,0.223,0.0,0.119,0.417,100.024,4,254.0
68cPbG7hJnwDW9nPX1uQcX,Saturno,80,0,"'BIN', 'Mainstreet', 'Ajaxx'","'1WXbiUMl1AT9Inb619xPUg', '25XJqeReVV38w0tR04GGBd', '0y7B2G0jNMGWyQJsOoRMUt'",0.694,0.551,5,-5.929,1,0.0485,0.704,0.0,0.1,0.908,95.003,4,187.0
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),80,1,"'A Boogie Wit da Hoodie', '6ix9ine'","'31W5EY0aAly4Qieq6OFu6I', '7gZfnEnfiaHzxARJ2LeXrf'",0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,4,189.0
0nLiqZ6A27jJri2VCalIUs,Nothing Else Matters,80,0,'Metallica','2ye2Wgw4gimLv2eAKyk1NB',0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,3,388.0
50Td3qilgs8BLtv8mHyT1t,Control,80,0,'Zoe Wees','03d2mJXSMtuPI0nIvLnhoS',0.599,0.465,4,-4.95,1,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,4,231.0
3hlksXnvbKogFdPbpO9vel,Super Bass,80,1,'Nicki Minaj','0hCNtLu0JehylgoiP8L4Gh',0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,4,200.0
5hM5arv9KDbCHS0k9uqwjr,Borderline,80,0,'Tame Impala','5INjqkS1o8h1imAzPqGZBb',0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,4,238.0
0JXXNGljqupsJaZsgSbMZV,Sure Thing,80,0,'Miguel','360IAlyVv4PCEVjgyMZrxK',0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,4,195.0
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,80,0,'Britney Spears','26dSoYclwsYLMAKD3tpOr4',0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4,211.0
4crczEC1PpoD8TsDsmoWNI,Goodbye,80,0,"'Imanbek', 'Goodboys'","'5rGrDvrLOV2VV8SCFVGWlj', '2nm38smINjms1LtczR0Cei'",0.741,0.931,10,-3.447,0,0.0563,0.0225,0.000102,0.191,0.517,125.011,4,144.0
3xKsf9qdS1CyvXSMEid6g8,Pink + White,80,0,'Frank Ocean','2h93pZq0e7k5yf4dywlkpM',0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,3,185.0
0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,80,0,'Little Mix','3e7awlrlDSwF3iM0WBjGMp',0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,4,246.0
6L89mwZXSOwYl76YXfX13s,Basket Case,80,0,'Green Day','7oPftvlwr6VrsViSDV7fJY',0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,4,182.0
34xTFwjPQ1dC6uJmleno7x,Godspeed,80,0,'Frank Ocean','2h93pZq0e7k5yf4dywlkpM',0.421,0.0952,6,-12.561,1,0.0479,0.931,0.000201,0.126,0.0773,109.698,4,178.0
22UDw8rSfLbUsaAGTXQ4Z8,American Boy,80,1,"'Estelle', 'Kanye West'","'5T0MSzX9RC5NA6gAI6irSn', '5K4W6rqBFWDnAN6FQUkS6x'",0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,4,285.0
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),80,0,"'Usher', 'Pitbull'","'23zg3TcAtWQy7J6upgbUnj', '0TnOYISbd1XYRBk9myaseg'",0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,4,221.0
5psEZhQu6lukjhavJo4AbC,SO DONE,80,0,'The Kid LAROI','2tIP7SsRs7vjIcLrU85W8J',0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592,4,127.0
2fQrGHiQOvpL9UgPvtYy6G,Bank Account,80,1,'21 Savage','1URnnhqYAYcrqrcwql10ft',0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,4,220.0
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,80,0,'Of Monsters and Men','4dwdTW1Lfiq0cM8nBAqIIz',0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,4,267.0
47BBI51FKFwOMlIiX6m8ya,I Want It That Way,80,0,'Backstreet Boys','5rSXSAkZ67PYJSvpUpkOr7',0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,4,213.0
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),80,0,'Taylor Swift','06HL4z0CvFAxyc27GXpf02',0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,4,231.0
6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,80,1,"'Kendrick Lamar', 'Zacari'","'2YZyLoL8N0Wb9xBt1NhZWg', '3qBKjEOanahMxlRojwCzhI'",0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,4,213.0
1SOClUWhOi8vHZYMz3GluK,Infinity,80,0,'Jaymes Young','6QrQ7OrISRYIfS5mtacaw2',0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,4,238.0
5bgwqaRSS3M8WHWruHgSL5,8TEEN,80,0,'Khalid','6LuN9FCkKOj5PcnpouEgny',0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,4,229.0
0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,80,1,"'Future', 'Lil Uzi Vert'","'1RyvyyTE3xzB2ZywiAwp0i', '4O15NlyKLIASxsJ0PrXPfz'",0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,4,214.0
38zsOOcu31XbbYj9BIPUF1,Your Song,80,0,'Elton John','3PhoLpVuITZKcymswpck5b',0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,0.325,128.157,4,242.0
0afhq8XCExXpqazXczTSve,Galway Girl,80,0,'Ed Sheeran','6eUKZXaKkcviH0Ku9w2n3V',0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,4,171.0
4EpZ4eYuZOwPSSwyqpdHnJ,Sunflower,80,1,'Rex Orange County','7pbDxGE6nQSZVfiFdq9lOL',0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,4,252.0
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,80,0,'Elton John','3PhoLpVuITZKcymswpck5b',0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4,377.0
