artist_name,track_id,track_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,duration
Panic! At The Disco,5trCWbYtza0QUxdmF9HAPX,One Of The Drunks,0.0426,0.424,0.892,0.0,8,0.711,-3.78,0,0.193,174.008,4,0.762,71,199.0
Nina Nesbitt,30QNbMNYxPL78w2jLZdRdv,Colder,0.182,0.719,0.493,0.0,11,0.0666,-7.718,0,0.0351,97.488,4,0.734,71,188.0
Rels B,3PkLiVZFchdmUluS9QL8fv,Euromillón,0.769,0.816,0.585,0.0,11,0.111,-8.344,0,0.0812,122.073,4,0.523,71,195.0
BLACKPINK,7mW8ar9hy7GSeH4lohyOKs,Hope Not,0.42,0.484,0.423,0.0,4,0.0924,-5.056,0,0.027,110.727,4,0.24,71,191.0
James Blake,3onYsieuDICdVt5ULZSExF,Barefoot In The Park (feat. ROSALÍA),0.832,0.558,0.632,0.105,9,0.198,-8.339,0,0.284,161.764,4,0.519,71,211.0
Juice WRLD,24BNgrtp6Fag4M5BQPEgsV,End Of The Road,0.0631,0.378,0.721,0.0,9,0.114,-5.855,1,0.09,109.978,5,0.254,71,163.0
The Weeknd,26Fqtv4Aa7kyd1WWGHai6A,Privilege,0.913,0.391,0.595,0.00557,11,0.145,-7.094,0,0.0411,93.78,4,0.379,71,171.0
Alan Walker,4heFQCyiW0RUEX1Q1lb008,Different World,0.0638,0.602,0.752,0.0,7,0.13,-4.931,0,0.0361,130.037,4,0.331,71,203.0
Jennifer Lopez,2SpfMQ5TuKsMj1trNwrLVA,El Anillo,0.0248,0.87,0.691,0.0,2,0.0861,-4.11,0,0.18,130.056,4,0.469,71,177.0
Shawn Mendes,6bNcbh4SxQDU0BHa4Dj3wx,When You're Ready,0.792,0.485,0.476,0.0,5,0.113,-8.887,1,0.128,171.479,4,0.601,71,170.0
Anderson .Paak,2lRe5wBRm4xaSKTbDn2vLD,Trippy (feat. J. Cole),0.0707,0.57,0.65,0.0,2,0.339,-8.538,1,0.326,96.767,4,0.174,71,324.0
Jonas Blue,32UJH1F38AMSjZilQyBzOE,I See Love - From Hotel Transylvania 3,0.0133,0.736,0.706,0.0,2,0.324,-3.899,0,0.0438,123.047,4,0.758,71,173.0
Offset,4TzXqUIcdpAmre24puQ6Uu,Tats On My Face,0.226,0.88,0.335,0.0,1,0.107,-8.742,1,0.297,140.061,4,0.213,71,182.0
DJ Snake,60AUuYrFbCBnPvDfofMfVF,SouthSide,0.0115,0.571,0.94,0.0128,1,0.583,-3.638,1,0.092,149.924,4,0.537,71,253.0
Martin Garrix,0wUxh6XMc698xPCfgBaPRV,Dreamer,0.0507,0.532,0.639,0.00131,5,0.106,-7.419,0,0.0388,105.0,4,0.198,71,193.0
Twenty One Pilots,7daBwTiPNOVgoMUG4SICgh,Pet Cheetah,0.0615,0.653,0.684,0.000387,7,0.27,-7.052,0,0.199,110.049,4,0.355,71,198.0
Anton Powers,4cuJbDiraxt9AsEeevmFuQ,Make Your Move,0.0248,0.647,0.992,0.106,4,0.156,-2.748,0,0.0971,124.0,4,0.555,71,169.0
DrefQuila,5gkSbR9E0jDgv65XeT5v5R,A fuego,0.338,0.828,0.352,0.0,7,0.0981,-6.665,0,0.0602,115.938,4,0.349,71,234.0
Saweetie,5TlWkwZyx3L5Dh3yybmxHO,ICY GRL,0.0306,0.927,0.563,0.0,7,0.0736,-5.827,1,0.175,103.312,4,0.842,71,109.0
Nacho,2AX7TMZg6uZVJCmY4CCoWS,Casualidad,0.0453,0.835,0.855,0.0,10,0.147,-5.041,0,0.0701,101.067,4,0.867,71,185.0
Jaden Smith,0gf2y5doKjsYaZJJZif4vz,SOHO,0.342,0.547,0.596,0.335,8,0.148,-7.744,0,0.192,159.985,4,0.368,71,208.0
The Chainsmokers,5QkVPG2Hf3MmAarireF6lh,Who Do You Love - R3HAB Remix,0.2,0.529,0.698,0.0,8,0.185,-6.87,1,0.0456,142.012,4,0.357,71,152.0
Alan Walker,7kVDkZkZc8qBUBsF6klUoY,I Don't Wanna Go,0.136,0.423,0.751,0.0,11,0.243,-5.632,1,0.272,148.773,4,0.522,71,162.0
2 Chainz,40wyhIkaVvuZUAbAiTOkHI,High Top Versace (feat. Young Thug),0.00206,0.788,0.591,1.95e-05,1,0.116,-4.838,1,0.133,152.071,4,0.247,71,177.0
Tate McRae,70vdb3Nf9sUaOax5c6phOT,Teenage Mind,0.75,0.671,0.337,1.38e-06,4,0.11,-9.762,0,0.0605,119.716,4,0.12,71,155.0
M-22,2UkF0EWfh0T90ScJzGqnD1,White Lies,0.000156,0.427,0.916,5.37e-06,4,0.154,-3.716,0,0.116,123.539,4,0.688,71,176.0
Carly Rae Jepsen,5cE201rNvIkryS8N1dJ5nR,Now That I Found You,0.0145,0.611,0.737,0.0,0,0.107,-5.154,0,0.0476,124.169,4,0.574,71,200.0
Summer Walker,2ktg2oZDyFAX3iY1QNkXl5,Session 32,0.894,0.574,0.123,0.00111,1,0.118,-13.959,1,0.196,115.431,3,0.117,71,98.0
Morat,1uFl33ahAD59XrccuSxpkz,Yo No Merezco Volver,0.0568,0.399,0.398,0.0,0,0.281,-7.309,1,0.0335,159.81,4,0.483,71,220.0
Playboi Carti,3K6U7TamNyVSWcFH8pCQHX,Love Hurts (feat. Travis Scott),0.0315,0.724,0.45,1.36e-05,4,0.111,-5.763,0,0.0496,140.981,4,0.464,71,181.0
Gemitaiz,1Lq5ApqhIWUXzlryFX2K6J,Davide (feat. Coez),0.136,0.797,0.63,4.86e-06,5,0.207,-7.601,1,0.0763,126.006,4,0.761,71,206.0
Lil Baby,1Szfm2XAx3Kgl55dyl8sTU,Time (feat. Meek Mill),0.0335,0.781,0.487,0.0,8,0.163,-8.823,1,0.589,95.879,4,0.344,71,183.0
Lil Peep,1BCBBO8VUEFOb6RBct4XDp,Broken Smile (My All),0.0459,0.545,0.517,0.00724,0,0.15,-8.681,0,0.0359,120.044,4,0.115,71,281.0
ATEEZ,2UP7KnRSvc4taXbjOoSX0f,Say My Name,0.212,0.634,0.9,0.0,6,0.317,-2.614,0,0.0583,152.968,4,0.623,71,222.0
Leon Bridges,1Omt5bfz1tZUCqd26HxbS0,Beyond,0.229,0.58,0.687,0.0,6,0.109,-5.4,1,0.106,76.014,4,0.187,71,241.0
Alessia Cara,0qbfdprRS71e9up5pOmbQo,Trust My Lonely,0.00541,0.583,0.662,1.96e-06,0,0.284,-6.025,1,0.156,150.305,4,0.636,71,200.0
MihTy,3oCJJksC12uFxkt3RQ7rbV,The Light,0.0178,0.83,0.577,8.15e-05,4,0.0436,-5.156,0,0.256,92.973,4,0.63,71,180.0
Alfredo Olivas,4u0XPm834TLSPBKbl9rWP3,El Día De Los Muertos,0.267,0.507,0.456,1.61e-05,7,0.278,-5.625,0,0.0487,200.604,3,0.964,71,204.0
Joji,4wJ8dJKBAxdDe5cUx8K779,R.I.P. (feat. Trippie Redd),0.618,0.716,0.515,0.257,11,0.136,-9.651,0,0.0305,99.284,4,0.383,71,159.0
Vargas & Lagola,7HdHOGbA7uyepn1jbPKqOx,Roads,0.000607,0.527,0.812,0.0,2,0.368,-5.583,0,0.0328,131.89,4,0.491,71,235.0
HRVY,0KrMQAuuOptU5H7MIyiGIm,Told You So,0.0697,0.745,0.825,0.0,0,0.168,-5.413,1,0.0748,99.98,4,0.744,71,177.0
NAV,1Faq8G2y56A8fRv7HsLq25,Wanted You (feat. Lil Uzi Vert),0.229,0.797,0.731,0.0,9,0.224,-4.443,0,0.0479,146.93,4,0.623,71,228.0
Lauren Jauregui,180WImKPbvdUrboKUov5f4,More Than That,0.0709,0.595,0.442,0.0,4,0.139,-12.899,0,0.282,48.702,4,0.297,71,159.0
Young Thug,5I30ByMf5nhgbSokY1EZiN,Anybody (feat. Nicki Minaj),0.0381,0.901,0.472,0.0,11,0.11,-8.416,0,0.194,120.0,4,0.479,71,255.0
Ncredible Gang,6PlrGEPaisOqBiDlwW6Ic0,"NoBody Else (feat. Nick Cannon, Ty Dolla $ign & Jacquees)",0.188,0.801,0.501,0.0,0,0.0211,-6.364,1,0.269,140.077,4,0.902,71,191.0
Emma Sameth,1m7XbKhOvJst478ms8yUrr,Spin With You (feat. Jeremy Zucker),0.718,0.818,0.445,3.88e-05,5,0.108,-7.467,0,0.23,95.944,4,0.423,71,212.0
Primer Dia,17Wjmh3nZzAywevzFHqJnx,Astral Therapy,0.949,0.239,0.0472,0.935,4,0.0802,-24.228,0,0.0562,69.666,3,0.0389,71,137.0
Black Coffee,6X7PK2UQMUU36ux9pynSkV,Drive (feat. Delilah Montagu) - Edit,0.00124,0.719,0.79,0.0443,11,0.0786,-8.765,0,0.038,118.017,4,0.425,71,191.0
Des Rocs,5bCDC7qkmxiJc0lPsqiALj,Let Me Live / Let Me Die,0.034,0.51,0.759,0.0,9,0.077,-4.854,1,0.101,91.123,4,0.237,71,207.0
Future,4VMiNOpnjRwSCwmHaUfOMM,Realer N Realer,0.0117,0.73,0.465,0.0,1,0.28,-6.29,1,0.278,148.028,4,0.367,71,171.0
Panic! At The Disco,3BDxv4ORzOpXAsa4lWVl4i,(Fuck A) Silver Lining,0.0272,0.577,0.939,0.0,1,0.24,-1.352,0,0.108,105.092,4,0.714,71,169.0
James Smith,1Ozmz8mMsPv6LlwcCW2U8l,T-Shirts,0.758,0.442,0.246,0.0,6,0.261,-12.825,1,0.034,77.593,4,0.362,71,190.0
Gerard Way,1tBZnhDT8xbgJTs43FiqrD,Hazy Shade of Winter (feat. Ray Toro),0.00742,0.248,0.937,0.362,5,0.0799,-5.121,0,0.0687,149.796,4,0.142,71,198.0
Ricardo Montaner,1U0Iv0dVkdRhqXg1LJlusm,¿Qué Vas a Hacer?,0.108,0.807,0.674,0.0,9,0.0594,-6.147,0,0.0456,135.923,4,0.533,71,225.0
Bradley Cooper,6dPTv6lJStWDjdTSaOiNBV,Out Of Time,0.173,0.584,0.915,0.822,0,0.842,-7.339,1,0.0579,99.983,4,0.359,70,172.0
Drake,0zqy3ss4CwD6u4QPksS0nI,8 Out Of 10,0.161,0.529,0.69,0.0,2,0.498,-7.87,1,0.74,170.54,4,0.311,70,196.0
Key Glock,03ThZweiBWFP8tOGsk6QMO,Russian Cream,0.11,0.867,0.774,0.0,11,0.157,-5.791,0,0.315,130.007,4,0.549,70,142.0
T3R Elemento,0laoKkCyhp5HW3wGejhPV5,En Menos de Un Minuto,0.554,0.702,0.621,0.0,7,0.226,-6.884,1,0.0296,114.532,3,0.581,70,178.0
Duki,0mAkTqg7vQ8YmpQ7o1I6gR,LeBron,0.278,0.703,0.376,0.0,6,0.054,-17.772,0,0.0752,140.015,4,0.65,70,214.0
Gryffin,2Un9MGFwpGdGU9yl9KOvXx,Nobody Compares To You (feat. Katie Pearlman),0.228,0.585,0.744,0.0,2,0.195,-4.751,1,0.0419,104.919,4,0.349,70,231.0
Morat,6vJSBlhgcGFTnHn3UsHgpt,Acuérdate De Mí,0.26,0.328,0.518,0.0,2,0.262,-6.124,1,0.0781,184.444,3,0.285,70,221.0
Phoebe Ryan,3o8bovLXjsxsFBTXajm1VA,Middle Finger,0.141,0.704,0.664,0.0,9,0.107,-3.209,0,0.0468,99.963,4,0.533,70,242.0
DaBaby,2Yp9qysxGcSZocXOiv3hYs,Today - Intro,0.00331,0.915,0.511,0.0,6,0.0752,-7.482,0,0.323,140.036,4,0.619,70,138.0
Greta Van Fleet,2ZMI0QNoqU9fQZFirR9WpK,When The Curtain Falls,0.0358,0.534,0.973,0.238,0,0.0502,-2.845,1,0.0679,95.984,4,0.714,70,223.0
El Alfa,0alWUvsJHk83HVWCnyCG51,Suave (Remix),0.128,0.873,0.913,0.00223,2,0.0656,-2.612,1,0.0783,120.006,4,0.433,70,306.0
BTS,4CvId64YZSB0RfRdfzPIQU,So What,0.0238,0.656,0.883,0.0,9,0.0481,-4.294,0,0.0737,129.947,4,0.46,70,282.0
Bhad Bhabie,3nQQotHU6YtE0Z4kiMNoW8,Geek'd (feat. Lil Baby),0.478,0.845,0.613,1.06e-06,9,0.115,-7.1,0,0.253,164.076,4,0.25,70,134.0
NCT 127,1zedfw5iu7XzKJT8CupEIP,Simon Says,0.218,0.653,0.836,0.0,9,0.0507,-6.018,1,0.238,151.977,4,0.569,70,200.0
Alta Consigna,2pfz93pztZgtmjwkA4R8DH,El Amor De Mi Vida,0.613,0.711,0.486,0.0,10,0.076,-8.879,1,0.0394,130.012,4,0.684,70,180.0
Logic,1GtVGc1UYin3zpMUdNSSpM,Midnight,0.09,0.566,0.586,0.0,9,0.0976,-7.444,0,0.131,95.032,4,0.273,70,241.0
Smith & Thell,7mJKfgBVhd5lB3jweVwVQS,Forgive Me Friend,0.000933,0.588,0.784,1.07e-06,1,0.188,-6.067,1,0.0317,127.914,4,0.607,70,216.0
Bring Me The Horizon,3Ddgh4ZwVIkLx0f4WeDFmo,sugar honey ice & tea,0.000243,0.431,0.914,0.0096,0,0.502,-4.243,0,0.0616,147.108,4,0.534,70,262.0
bbno$,2napy7uG4RI74SoyKJVGl5,nursery,0.403,0.926,0.553,0.00115,5,0.0663,-8.053,1,0.152,104.98,4,0.83,70,146.0
Lecrae,1FYd1szE0RHXOAM00V4MEx,Coming In Hot,0.0271,0.89,0.454,3.58e-06,8,0.157,-8.777,1,0.26,140.041,4,0.425,70,200.0
Oliver Heldens,32JXzKaBhI8ntnKg3rW84v,Fire In My Soul - Tom Staar Remix,0.00129,0.552,0.978,0.102,6,0.234,-4.398,0,0.0519,125.993,4,0.308,70,177.0
Voyager,09g7JMQLhGPspMm1hfeqCc,First Bridge,0.93,0.0777,0.083,0.707,0,0.0843,-27.513,1,0.0436,175.335,3,0.0394,70,129.0
BTS,01gUlvzAPiwB9Ekq9kGVCM,Anpanman,0.0237,0.813,0.875,0.0,1,0.288,-2.92,0,0.0918,99.004,4,0.756,70,233.0
Raymix,37kCg5izHEMZ66xGdMVG5L,Oye Mujer,0.168,0.746,0.585,0.0,4,0.264,-5.937,0,0.0491,182.018,4,0.948,70,259.0
Alex Couture,4KPRqt53xnT2Hs2rDGKiRu,Dreaming Deeper,0.928,0.175,0.0236,0.95,9,0.0651,-32.695,0,0.0493,122.538,5,0.0373,70,223.0
XXXTENTACION,0T6RSXxFhW8dRTWHI604ld,One Minute (feat. Kanye West),0.00671,0.568,0.636,0.0,11,0.105,-4.265,1,0.204,113.497,5,0.879,70,198.0
Gerard Way,0n0XAmYCMWlzj3W9VdMejw,Happy Together (feat. Ray Toro),0.0695,0.621,0.816,0.00559,7,0.103,-4.077,1,0.0316,122.032,4,0.716,70,179.0
5 Seconds of Summer,1MhXdlCQPnO56T57MfmaRm,Ghost Of You,0.0965,0.458,0.561,0.0,10,0.156,-4.819,1,0.0269,149.875,3,0.206,70,197.0
XXXTENTACION,0T6RSXxFhW8dRTWHI604ld,One Minute (feat. Kanye West & Travis Barker),0.00671,0.568,0.636,0.0,11,0.105,-4.265,1,0.204,113.497,5,0.879,70,198.0
Kina,6vJ6FR4WtlKSxe8lmh3F1C,Baby You're Worth It,0.685,0.695,0.253,0.14,2,0.105,-15.884,1,0.0461,120.033,4,0.264,70,131.0
X Ambassadors,3kosv2SiE01oo3QxTDJUtb,BOOM,0.00569,0.724,0.591,0.0249,11,0.0833,-5.696,0,0.0677,107.944,4,0.633,70,164.0
The Script,018Idkvf82hi44UZmIXiGB,"Never Seen Anything ""Quite Like You"" - Acoustic",0.799,0.444,0.398,0.0,6,0.114,-8.01,1,0.03,79.874,3,0.361,70,228.0
Reykon,67OeF21snQIQRrjPtfbP5L,Macarena,0.0263,0.766,0.802,4.66e-05,10,0.105,-3.507,0,0.0861,94.924,4,0.751,70,194.0
bülow,4dIPtEnmudhZPD8MsAtzSK,Two Punks In Love,0.881,0.498,0.418,0.0,0,0.113,-6.294,1,0.0539,190.078,4,0.796,70,195.0
Trebol Clan,39FpzJz9HbSiTxe97cK4LE,Gata Fiera,0.286,0.756,0.897,0.185,11,0.193,-5.396,1,0.0401,94.997,4,0.826,70,208.0
Natti Natasha,2iCOdoyDmWG3hWkbtH1KB2,Amantes de una Noche,0.353,0.567,0.73,1.73e-06,9,0.154,-6.748,0,0.213,87.237,4,0.525,70,226.0
Alle Farben,625SfHM2FVyyUj3cT8108G,H.O.L.Y.,0.215,0.565,0.645,0.0,0,0.184,-5.858,0,0.0563,100.064,4,0.483,70,175.0
El Bebeto,5b2PfEfgVeqByce8eNHZdL,¿Por Qué Dejaste Que Te Amara?,0.511,0.649,0.412,0.0,2,0.356,-4.607,1,0.029,144.014,4,0.371,70,225.0
Foster The People,7akT9byQsktEwWGHyLeSPs,Style,0.00633,0.59,0.906,0.00151,5,0.386,-2.892,1,0.0618,111.997,4,0.541,70,224.0
Nacho,18CHo88LHHs9cUyKKHVyVN,Nadie Sabe,0.15,0.7,0.802,1.17e-06,6,0.133,-3.482,0,0.264,184.104,4,0.946,70,198.0
iKON,6uHoPVdPEqXlH1Kd3KqTIJ,I’M OK,0.335,0.539,0.597,0.0,0,0.142,-4.83,1,0.0673,179.857,4,0.436,70,217.0
Alex Rose,4kMA4DdOlkzJGUhx8tMcAv,Dejate Llevar,0.32,0.642,0.628,0.0,8,0.103,-6.703,0,0.201,159.975,4,0.464,70,243.0
Drake,4HG1YiGBseVKzjyKcmAJen,Summer Games,0.477,0.775,0.482,0.0456,1,0.11,-11.269,1,0.0357,136.016,4,0.134,70,248.0
YoungBoy Never Broke Again,28u9JaFwO7GX2YNARkq37P,TTG (feat. Kevin Gates),0.0563,0.874,0.699,0.0,1,0.0956,-3.455,1,0.352,77.502,4,0.665,70,172.0
Little Mix,5ecQ5IpXRvNgnsAuw40dOq,Think About Us,0.0709,0.477,0.791,0.0,8,0.112,-3.331,1,0.12,175.869,4,0.603,70,235.0
Kina Grannis,7uuEfUMuPeQ7RlSWa0cES2,Can’t Help Falling in Love,0.905,0.266,0.0596,7.07e-05,0,0.132,-18.515,1,0.0363,181.74,3,0.143,70,202.0
Paris,6mdMz0aTPcP4xPz4DOsp0W,Po'ed Up (feat. Gunna),0.0258,0.753,0.78,0.0,9,0.0694,-5.835,1,0.0826,163.962,4,0.534,70,164.0
BTS,0DrxFkuc1mpxdbUbssLQ4d,Dimple,0.142,0.612,0.844,0.0,5,0.287,-4.694,0,0.0756,134.868,4,0.653,70,197.0
Sigala,0VoQCaHK0kzgQ6fVtcLChy,Feels Like Home,0.141,0.749,0.907,0.0,6,0.108,-3.168,1,0.0638,124.958,4,0.68,70,219.0
Simple Plan,6otiaV2fagE3s8IvP6WkwG,I'm Just A Kid,0.00107,0.527,0.834,0.000102,1,0.0993,-5.531,1,0.0447,110.065,4,0.422,70,198.0
Rannar Sillard,2T6wyxLBkQ4Y2ZjTbpuYfr,Dream Voucher,0.943,0.302,0.101,0.886,2,0.107,-19.705,1,0.0378,106.904,3,0.213,70,155.0
Halsey,5K09638EBQjVMrZYXA89aC,Alone (Calvin Harris Remix) (Feat. Stefflon Don),0.137,0.829,0.819,0.00792,2,0.282,-3.43,0,0.131,123.944,4,0.35,70,199.0
Wesley Safadão,0RBOFW5424gCCCZrgECbt6,Romance Com Safadeza,0.216,0.544,0.903,0.0,11,0.117,-4.11,0,0.0693,155.97,4,0.765,70,173.0
Duke Dumont,5D1zGVDJTOqwaGSzYw5TtP,"Red Light Green Light - For Club Play Only, Pt. 6",0.000646,0.811,0.825,0.517,2,0.0689,-5.48,1,0.0654,124.005,4,0.95,70,211.0
High Altitude Samples,129ldjjvnFfA7Ygc8ktYnh,Soft Brown Noise,0.394,0.0,0.00148,1.0,5,0.111,-31.839,1,0.0,0.0,0,0.0,70,160.0
BTS,6L1rxT6NUotot2AAiLXGLj,Tear,0.327,0.711,0.903,0.0,6,0.0887,-2.723,0,0.247,140.015,4,0.467,70,285.0
Alex Sensation,1Bo5CD2Tg8di5QSJHEoHmZ,La Diabla,0.393,0.848,0.825,0.0,4,0.0498,-4.177,0,0.0897,102.047,4,0.803,70,203.0
Zé Neto & Cristiano,74gguwbBvfBTurNJUWFOsC,Largado As Traças - Acústico,0.587,0.799,0.743,0.0,3,0.287,-6.062,0,0.041,121.99,4,0.669,70,218.0
BTS,1ok4gxOv8cg5WLjWK6TQhD,Go Go,0.171,0.856,0.617,0.0,10,0.0857,-5.308,0,0.0841,136.082,4,0.759,70,236.0
Bethel Music,0YxrPdW9NpNFtqh7Fw0rva,Raise a Hallelujah (Live),0.0041,0.452,0.866,0.0,1,0.134,-4.431,1,0.04,81.972,4,0.291,70,471.0
A R I Z O N A,5boqkVlc0CWhfTjksnpc1X,Freaking Out,0.121,0.661,0.684,0.00503,6,0.157,-6.611,1,0.0512,125.06,4,0.371,70,200.0
Céline Dion,7FihoA0WgTT21DkWR7wbYR,Ashes - from Deadpool 2,0.459,0.342,0.425,0.0,0,0.122,-9.064,0,0.0425,110.62,4,0.115,70,200.0
Tyga,2qfR91VvO7hRp4IajDT08h,Dip,0.0152,0.877,0.562,0.0,9,0.0933,-7.096,1,0.26,99.977,4,0.376,70,127.0
Tejal Yann,55EbjQa4Th0gmzKQdSnMrw,Atmosphere,0.952,0.193,0.0453,0.961,7,0.104,-26.219,1,0.0577,67.675,4,0.119,70,247.0
Farruko,4lnVigld8DSkCx0RWXiuKd,Coolant - Remix,0.106,0.729,0.833,0.0,8,0.463,-6.252,1,0.152,172.07,4,0.916,70,231.0
Chayín Rubio,4ggabbjjuHrG06SsYnqvEs,Ya Me Enteré,0.835,0.657,0.591,0.0,10,0.248,-3.505,1,0.0297,132.041,4,0.687,70,189.0
Keith Urban,567gPvGfxxKoZxDKqM9tEl,Parallel Line,0.202,0.621,0.477,0.0,0,0.215,-5.284,1,0.0334,81.976,4,0.481,70,253.0
Lauren Jauregui,1EXotCuzdXR34W1MoP6Um7,Expectations,0.00923,0.576,0.443,1.88e-06,4,0.124,-7.477,0,0.0754,180.08,3,0.452,70,204.0
NAV,2e3oSed7fWKJ63VCxtMAAH,Know Me,0.0193,0.925,0.591,0.0,1,0.108,-5.663,1,0.157,142.047,4,0.158,70,155.0
Dean Lewis,1WxBOq403HQ8kHbX1e3M7s,Waves,0.183,0.518,0.729,0.0,11,0.0643,-7.193,0,0.0452,156.879,4,0.343,70,240.0
A Boogie Wit da Hoodie,0Veyvc3n9AcLSoK3r1dA12,Voices In My Head,0.0555,0.754,0.663,0.0,6,0.101,-6.311,0,0.427,90.195,4,0.207,70,142.0
Abraham Vazquez,3BvGcHKkSKRdkathkvvxRp,El De Las Dos Pistolas,0.432,0.614,0.793,0.0,3,0.377,-3.788,1,0.0721,105.228,4,0.748,70,167.0
Logic,1FmdAhS8FqRoEJ4jcSfuKZ,ICONIC (ft. Jaden Smith),0.00606,0.39,0.779,0.0,1,0.291,-5.612,1,0.243,175.89,4,0.213,70,298.0
Yung Felix,0DCxNJg7yquzAHORClrP3e,Loco,0.0409,0.903,0.622,0.000136,0,0.36,-5.451,0,0.0905,107.977,4,0.438,70,164.0
ZAYN,39s9tdp3VpUpPtDxnda0d5,Common,0.201,0.633,0.476,0.0,2,0.0913,-5.856,0,0.05,134.974,4,0.218,70,233.0
PRETTYMUCH,2jaaONYdaOUk8hhhIRIp4A,Jello,0.0655,0.704,0.636,0.0,11,0.579,-6.652,0,0.059,121.96,4,0.55,70,178.0
MC WM,6tuzPD1zPPvwMbGiD0TBay,Fuleragem,0.00857,0.808,0.836,0.00016,8,0.113,-2.3,1,0.0506,94.979,4,0.755,70,141.0
Jimmie Allen,0AYbVoeF03NYhM0fvKjAuU,Make Me Want To,0.0793,0.519,0.872,0.0,2,0.111,-3.212,1,0.0616,179.965,4,0.74,70,172.0
Jorja Smith,202lm9YX5WmAac83tOGlVn,Don't Watch Me Cry,0.887,0.559,0.157,0.0,1,0.107,-10.132,1,0.0414,130.877,4,0.348,70,190.0
6LACK,7c3K8ifIoaVZ2MSUuGo0Co,Nonchalant,0.337,0.569,0.378,8.69e-05,11,0.128,-12.359,0,0.413,80.428,4,0.0617,70,183.0
Filmore,6eKhWSDPM9cDicwsBCvUwB,Love That About You,0.0463,0.552,0.573,0.0,9,0.105,-6.585,1,0.0948,182.14,4,0.525,70,157.0
Elderbrook,7l1NMHXBISVLarwGyfgmFP,Old Friend,0.177,0.871,0.664,0.0133,3,0.109,-7.328,1,0.0581,122.036,4,0.357,70,200.0
LOOΠΔ,5jhYykolbcG1T9wZSyvhp5,Butterfly,0.0427,0.582,0.866,0.00014,7,0.126,-4.139,0,0.0414,107.021,4,0.351,70,238.0
HoodRich Pablo Juan,2Y43TDqgnRgVZA7RxtxEV1,We Don't Luv Em (Remix),0.293,0.896,0.615,0.0,6,0.122,-9.326,0,0.326,140.04,4,0.89,70,194.0
Kodak Black,48KTGG6wBPpleE5KsTuiwy,Identity Theft,0.0323,0.932,0.7,0.0,1,0.137,-6.694,1,0.248,98.001,4,0.758,70,148.0
Paris,2J84DvAAI8ph5DYojk3HPt,GONE (feat. Trippie Redd),0.00107,0.712,0.731,0.0,9,0.219,-4.555,1,0.0335,118.016,4,0.876,70,191.0
Jorja Smith,0DJBgBiYeSn6n1AXAkFVE8,I Am,0.144,0.601,0.583,9.73e-05,8,0.183,-5.725,0,0.263,148.785,4,0.32,70,209.0
XXXTENTACION,4KpKyRFwN0gcwj58Uqjv7q,STARING AT THE SKY,0.134,0.557,0.338,0.00184,5,0.14,-9.892,1,0.0257,140.935,4,0.689,70,85.0
Disclosure,4vgXDV9qcqnwMQkdyGLSpL,Where Angels Fear To Tread,0.23,0.679,0.735,0.602,2,0.148,-6.218,0,0.136,107.998,4,0.603,70,226.0
The 1975,4rmIfFUZhhi9sS5IYtpkXw,Give Yourself A Try,3.06e-05,0.313,0.8,0.0,11,0.497,-5.011,1,0.0683,183.047,4,0.871,70,197.0
Lil Pump,1O01cSag3DaCGneWQgPBL4,Drop Out,0.00306,0.95,0.573,0.0,0,0.0887,-6.31,1,0.138,120.032,4,0.549,70,121.0
Alexandra Streliski,3ODEuZjfxec5fYnzVhxANv,Plus tôt,0.964,0.335,0.154,0.918,2,0.106,-20.918,1,0.0417,133.951,1,0.186,70,180.0
Galantis,592JiALLj5xL5Z6LuMmaOV,Spaceship (feat. Uffie) - MOTi Remix,0.0503,0.507,0.883,1.86e-05,2,0.382,-5.043,0,0.118,125.989,4,0.219,70,190.0
NCT,0ErzcmZ2gIwX7X0xSMQPix,BOSS,0.0233,0.787,0.543,0.0,10,0.0861,-6.7,0,0.037,99.026,4,0.332,70,211.0
Queen Naija,4A58lXGBRCg2cumRXTRxHO,Butterflies,0.295,0.737,0.542,0.0,8,0.103,-7.593,1,0.0732,119.973,4,0.385,70,212.0
Joji,77UXyXy6qie0sOtLdEIH4A,Demons,0.416,0.464,0.378,0.0917,2,0.0966,-11.354,0,0.143,164.486,5,0.037,70,177.0
R3HAB,02rbSCTm2smTIZ6d8im2NP,This Is How We Party (with Icona Pop),0.0572,0.802,0.803,1.06e-06,4,0.269,-5.428,1,0.153,118.997,4,0.339,70,148.0
ZAYN,7MmnLaftYzin7boRbplKdA,There You Are,0.0257,0.452,0.685,0.0,0,0.11,-4.828,0,0.0385,76.986,4,0.305,70,200.0
Jesper Jenset,6zTKuNMEU3svBn65L6u88M,Bad Vibrations,0.00417,0.768,0.589,2.67e-05,8,0.136,-8.991,0,0.0403,97.979,4,0.757,70,199.0
XXXTENTACION,15Y949TGjUppdT78h0S49P,Gassed Up!,0.293,0.843,0.56,6.72e-06,6,0.0984,-6.122,1,0.284,130.032,4,0.477,70,225.0
Luke Combs,2VWBdFsDJVGlRTdz4PvYwy,Dive - Recorded At Sound Stage Nashville,0.671,0.742,0.363,1.43e-06,1,0.145,-8.188,1,0.0282,130.921,3,0.351,70,261.0
