artist_name,track_id,track_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,duration
Eminem,2jt2WxXMCD4zjACthkJQVE,The Ringer,0.0311,0.939,0.551,0.0,1,0.192,-9.126,1,0.291,118.552,4,0.42,80,338.0
Juanes,7Eso5mURNFprb5PmhOXDlf,La Plata (feat. Lalo Ebratt),0.201,0.762,0.74,0.0,1,0.275,-4.72,0,0.226,167.881,4,0.961,80,195.0
Billie Eilish,7tGEAA1f8MydT7eVbbO9Zy,WHEN I WAS OLDER - Music Inspired By The Film ROMA,0.853,0.696,0.332,0.433,6,0.0848,-12.834,1,0.0425,150.13,4,0.0628,80,271.0
YBN Cordae,3i01Zk9c0FQ5HA1WJjflXI,Kung Fu,0.0227,0.876,0.608,1.16e-05,8,0.107,-6.019,1,0.109,124.983,4,0.258,80,200.0
Khalid,0W5oXFrxZNBTIS1eMW9Ofz,Saturday Nights REMIX,0.633,0.569,0.414,0.0,10,0.0916,-8.901,1,0.0758,168.029,4,0.35,80,211.0
George Ezra,38zwkK6TtTjIW9tpYBfZ3D,Paradise,0.209,0.642,0.881,0.0,11,0.21,-3.537,1,0.0393,138.03,4,0.913,80,222.0
YoungBoy Never Broke Again,2qGfZAgDe1pV2y5xJAhi6R,Slime Belief,0.257,0.748,0.578,0.0,9,0.13,-5.72,1,0.194,140.016,4,0.166,80,193.0
Post Malone,3fpVWegR6YOS1Yk5HSMYIq,Paranoid,0.0379,0.61,0.554,3.84e-05,0,0.166,-5.501,1,0.137,159.85,4,0.244,80,222.0
benny blanco,5sdb5pMhcK44SSLsj1moUh,I Found You (with Calvin Harris),0.033,0.775,0.872,0.0579,6,0.298,-4.194,1,0.0469,122.994,4,0.379,80,191.0
Luke Combs,698eQRku24PIYPQPHItKlA,She Got the Best of Me,0.0292,0.533,0.907,0.0,11,0.386,-3.793,1,0.0406,150.99,4,0.7,80,183.0
Bad Bunny,5jGUJXnELDaDTgiRjD9lsg,200 MPH,0.0139,0.85,0.5,0.000384,8,0.0947,-6.708,1,0.0665,160.02,4,0.816,80,171.0
Christian Nodal,1LO951RWD10l9Vys0NrFty,No Te Contaron Mal,0.388,0.617,0.57,0.0,9,0.143,-3.074,0,0.0374,163.2,4,0.632,80,157.0
Migos,2UVbBKQOdFAekPTRsnkzcf,Stir Fry,0.00299,0.815,0.816,0.0,2,0.159,-5.474,1,0.269,181.967,4,0.498,80,190.0
Gabriel Diniz,5ixqGGFu0hdHfErdp32QwT,Jenifer,0.22,0.768,0.934,1.73e-06,8,0.0854,-2.533,1,0.0453,160.108,4,0.916,80,161.0
Wiley,7cz506PyIgh2bMN90Mc8Tn,Boasty (feat. Idris Elba),0.00915,0.887,0.765,0.000872,2,0.0907,-5.207,1,0.0669,102.958,4,0.456,80,177.0
Rita Ora,2CTN6UuO2dNEVZXR0DJVk2,Only Want You,0.0599,0.654,0.528,7.14e-05,6,0.0975,-6.224,0,0.0412,82.014,4,0.376,80,181.0
BTS,3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,0.00267,0.557,0.719,0.0,2,0.306,-4.515,0,0.0372,77.501,4,0.344,80,242.0
Khalid,29uWfSrklmIxzRIqFFK9jj,Self,0.44,0.618,0.693,0.759,1,0.101,-7.889,0,0.333,143.98,4,0.439,80,230.0
Dan + Shay,7Il2yWQmsqKgSkLQvHTPUI,Tequila,0.0292,0.474,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,4,0.503,80,196.0
Khalid,5BfMJ6iytQnu1r7iiCYSXe,Intro,0.308,0.213,0.414,0.0257,0,0.0912,-9.725,1,0.0339,79.556,4,0.0553,80,213.0
Khalid,0HEckRWFSknIupbGzavk5d,Hundred,0.0521,0.772,0.483,0.000375,6,0.377,-10.06,0,0.0564,120.005,4,0.479,80,277.0
Duki,3dLiBBKbeUIhzGNeuo5JGS,Sin Culpa (feat. DrefQuila),0.42,0.641,0.652,1.74e-06,8,0.094,-8.575,0,0.264,175.022,4,0.406,80,245.0
Shawn Mendes,1h0yImRPIVAjhhHeNVlTuC,Youth (feat. Khalid),0.56,0.534,0.596,0.0,6,0.133,-6.653,0,0.117,100.121,4,0.324,80,191.0
Bryant Myers,17iXKeQe2iVYXJcMpQqthG,Ganas Sobran,0.369,0.803,0.597,0.0,9,0.0998,-4.144,1,0.127,85.056,4,0.688,80,238.0
Shakira,7DrluKkTviBwCc8AV3VGmf,Clandestino,0.39,0.766,0.822,3.37e-05,1,0.349,-4.126,0,0.16,165.842,4,0.881,80,232.0
Why Don't We,4zRZAmBQP8vhNPf9i9opXt,8 Letters,0.649,0.607,0.478,0.0,1,0.0928,-5.702,0,0.031,88.979,4,0.255,80,190.0
Ozuna,7rwX0O3RlxqqIjQM8evm5E,Solita,0.0564,0.807,0.633,0.0,10,0.107,-6.016,0,0.0929,138.038,4,0.325,80,312.0
Camila Cabello,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,0.181,0.637,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,4,0.243,80,227.0
Khalid,2kAIpGWnlFLQh48iut6Zzq,Free Spirit,0.308,0.627,0.446,0.00077,2,0.111,-9.477,0,0.0332,139.994,4,0.11,80,182.0
NAV,6nO3tr47nr2P7f3hXb8JIo,Champion (feat. Travis Scott),0.381,0.642,0.782,0.0,5,0.108,-3.395,0,0.0477,162.005,4,0.396,80,195.0
Ozuna,5uvucCRBTkxv7VxIDLOqe7,Devuelveme,0.554,0.744,0.769,6.96e-06,11,0.102,-4.112,1,0.156,176.002,4,0.784,80,189.0
J Balvin,5qFeMRz4TvetPmzjre9Dq7,No Es Justo,0.161,0.684,0.811,0.000363,7,0.0871,-4.494,1,0.0714,87.866,4,0.721,80,251.0
David Guetta,6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,0.00664,0.635,0.9,0.0145,0,0.37,-3.719,0,0.0377,127.978,4,0.15,80,202.0
Ozuna,4l0O19WwpjzbDGkdFtkQ6W,Vacia Sin Mi,0.358,0.786,0.63,0.00306,8,0.176,-6.456,0,0.301,190.017,4,0.749,80,271.0
Travis Scott,27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,0.201,0.702,0.708,0.0,10,0.118,-5.366,0,0.0547,147.98,4,0.713,80,198.0
Morgan Wallen,6foY66mWZN0pSRjZ408c00,Whiskey Glasses,0.364,0.615,0.68,1.75e-06,6,0.115,-4.582,1,0.0286,149.992,4,0.702,80,234.0
J. Cole,7yotKA30dwTKNEGomV9ZsI,KOD,0.21,0.831,0.782,0.0,0,0.113,-6.274,1,0.15,141.869,4,0.199,80,191.0
Panic! At The Disco,22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",0.0137,0.577,0.833,0.0,5,0.121,-3.337,1,0.0695,107.936,4,0.58,80,170.0
KYLE,4F1yvJfQ7gJkrcgFJQDjOr,Playinwitme (feat. Kehlani),0.339,0.689,0.584,0.0,1,0.297,-5.768,0,0.119,156.572,4,0.676,80,192.0
City Girls,4eIT2gZ0WZyJpgfmoD6saJ,Act Up,0.0171,0.938,0.638,0.0,8,0.111,-4.696,1,0.188,97.07,4,0.313,80,158.0
This Band,5V2AX2WTOHl2FKtftvisV6,Kahit Ayaw Mo Na,0.341,0.662,0.529,0.000208,2,0.105,-8.539,1,0.0351,127.584,4,0.424,80,243.0
Rae Sremmurd,1BuZAIO8WZpavWVbbq3Lci,Powerglide (feat. Juicy J) - From SR3MM,0.0168,0.713,0.831,0.0,1,0.118,-4.75,0,0.15,173.948,4,0.584,80,332.0
Nicki Minaj,4Uy3kNxW2kB8AEoXljEcth,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",0.0149,0.658,0.888,0.0,4,0.364,-5.153,0,0.222,167.94,4,0.686,80,175.0
Demi Lovato,0STK94RxUulYqWzwFlyAb5,Sober,0.798,0.397,0.303,4.16e-06,1,0.0824,-10.413,1,0.11,170.22,3,0.17,80,198.0
Anne-Marie,0DC7Zs2qvAbNK1owWQ4mlL,Perfect To Me,0.0889,0.604,0.546,0.0,8,0.0734,-5.691,1,0.151,179.847,4,0.402,80,198.0
2 Chainz,6Z4rmc0uujCpl8yXe3yjgI,Whip (feat. Travis Scott),0.12,0.793,0.399,0.0,7,0.124,-7.428,1,0.0951,121.949,4,0.0379,80,227.0
John Mayer,1HNywa8Bk0TmzRwQrzhtPo,I Guess I Just Feel Like,0.615,0.556,0.528,0.0964,4,0.122,-8.033,1,0.0266,159.821,4,0.163,80,285.0
Lil Skies,0hCHNYL8ApQCGNwJrYN1FY,Bad Girls (feat. Gucci Mane),0.208,0.771,0.761,0.0,1,0.091,-4.727,0,0.047,131.01,4,0.277,80,220.0
Lil Skies,7ms3VzLTfr7fXNOqA4Mkx9,Creeping (feat. Rich the Kid),0.0108,0.729,0.687,0.0,8,0.162,-8.06,0,0.25,160.085,4,0.683,79,180.0
City Girls,4DyBx5MYoq8RsU33cEAIxT,Twerk (feat. Cardi B),0.122,0.788,0.841,0.0011,4,0.166,-4.006,0,0.143,190.089,4,0.493,79,166.0
Migos,0wbnC9AUenxp613TYaJsGK,Narcos,0.0146,0.936,0.588,0.0,7,0.139,-6.948,0,0.136,124.987,4,0.238,79,255.0
Maluma,5cepAtqnEQ6yVG6088zMMu,Corazón,0.328,0.722,0.738,1.47e-05,9,0.198,-6.073,0,0.247,198.075,4,0.748,79,185.0
Alan Walker,4J4zx8xGJpuGndrVc06KaT,Diamond Heart,0.129,0.499,0.638,0.0,0,0.631,-6.145,1,0.0438,89.98,4,0.253,79,240.0
Anuel Aa,2cYnZNzFRFK0H7vSNxPsUq,Ella Quiere Beber - Remix,0.265,0.751,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.698,79,219.0
Ruel,2qXicQG06oT0ijKBznpgQv,Younger,0.202,0.745,0.477,0.0,11,0.12,-7.706,0,0.088,136.055,4,0.454,79,222.0
Nipsey Hussle,6fIjnWrv46njJHLDAY2JdC,Dedication (feat. Kendrick Lamar),0.431,0.512,0.734,0.0,8,0.226,-5.448,0,0.438,93.995,4,0.168,79,246.0
Lele Pons,33zcmmElV1YbRZe57biUjg,Celoso,0.352,0.746,0.703,0.0,4,0.331,-4.179,0,0.107,166.043,4,0.667,79,180.0
Shoreline Mafia,1n8wr8tRHs5jmBxNWXedcn,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",0.371,0.9,0.385,0.0,1,0.142,-12.189,0,0.435,99.964,4,0.488,79,174.0
Nipsey Hussle,39xWBHPM4E9MwzEy5gbM7p,Last Time That I Checc'd (feat. YG),0.0289,0.711,0.746,0.0,1,0.371,-4.224,1,0.253,96.024,4,0.279,79,226.0
Wesley Safadão,2X8sssaxS5GReg6945B6RW,Só Pra Castigar,0.0201,0.681,0.94,0.0,0,0.578,-1.77,1,0.0386,124.015,4,0.648,79,164.0
Nipsey Hussle,3R9j8urSPiBbapNbyuSYkE,Grinding All My Life,0.0491,0.6,0.716,0.0,3,0.109,-5.554,0,0.384,180.165,4,0.246,79,175.0
"Earth, Wind & Fire",7Cuk8jsPPoNYQWXK9XRFvG,September,0.165,0.694,0.831,0.000892,9,0.25,-7.288,1,0.0301,125.901,4,0.98,79,215.0
Paulo Londra,2aMVyJSuDFFL1sTjJnvk7X,Nena Maldición (feat. Lenny Tavárez),0.178,0.762,0.631,0.0,6,0.146,-4.837,1,0.0544,118.969,4,0.379,79,229.0
Sech,6Bc48Fgqgb6j4K6JdkZTNk,Solita,0.159,0.679,0.831,1.1e-06,2,0.097,-1.866,1,0.109,88.792,4,0.88,79,220.0
Little Mix,18n2GdCpsHYzkbMKPavE7Y,Think About Us (feat. Ty Dolla $ign),0.0845,0.511,0.795,0.0,8,0.102,-3.714,1,0.146,175.987,4,0.432,79,234.0
BTS,2AIWoHr9DF6y4KALCBKWQS,IDOL,0.00481,0.734,0.855,0.0,9,0.123,-3.211,1,0.118,126.035,4,0.422,79,223.0
Post Malone,09IOPhEh1OMe0HD9b36FJk,Over Now,0.131,0.559,0.761,1.6e-06,4,0.143,-4.041,0,0.0877,163.898,4,0.24,79,247.0
Camila Cabello,5vnpANH92iEajvGwE2oQ6r,Real Friends,0.235,0.701,0.512,5.07e-06,0,0.135,-6.869,0,0.0969,91.947,4,0.663,79,224.0
Ella Mai,2GlATHCDbLW7xq5BE0Bz5g,Shot Clock,0.654,0.512,0.512,0.0,4,0.148,-6.008,0,0.285,95.11,1,0.434,79,202.0
Lil Yachty,5R2rsbwCDXORX2tLfprRmM,Yacht Club (feat. Juice WRLD),0.317,0.721,0.508,0.0,7,0.153,-7.496,1,0.394,159.911,4,0.457,79,166.0
JENNIE,2wVDWtLKXunswWecARNILj,SOLO,0.0861,0.751,0.642,0.0,3,0.0953,-5.165,0,0.087,95.045,4,0.388,79,170.0
Lauv,1Fo4OvzP9PThFKMeMIAEYu,Superhero,0.82,0.681,0.34,0.0,7,0.285,-8.617,1,0.0339,129.98,4,0.417,79,180.0
Morat,1Cxd4ZJJ9VOQQpNcpdcZEQ,Cuando Nadie Ve,0.118,0.804,0.788,0.0,1,0.215,-4.586,0,0.0598,96.005,4,0.837,79,219.0
December Avenue,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,0.161,0.502,0.482,0.0,4,0.187,-4.736,1,0.0288,133.894,4,0.132,79,268.0
SHAED,0lsRatBUs9HNIZAmoGABzk,Trampoline,0.488,0.689,0.412,0.00016,7,0.0659,-7.523,0,0.0301,126.754,4,0.537,79,184.0
Madison Beer,0iwsQWgtjSq2kUXuZwTDAL,Home with You,0.067,0.631,0.599,0.0,7,0.0952,-6.137,0,0.0878,170.122,4,0.727,79,191.0
Alan Walker,0lG6QM1jjbbX5UUn3DPmrZ,Lost Control,0.0345,0.736,0.555,0.000157,4,0.0798,-4.689,1,0.0757,91.997,4,0.323,79,222.0
Marshmello,6VrCmhRBFnuGKmtNfk4jDs,Spotlight,0.0145,0.546,0.822,0.0,7,0.742,-4.483,1,0.151,150.06,4,0.615,79,178.0
Nick Jonas,43wzy7JxMEfvCh8ZFeZKYk,Right Now,0.0104,0.597,0.751,0.0,6,0.0912,-4.982,0,0.193,103.956,4,0.568,79,202.0
Bazzi,7lozLnUfzcgEpMMVQI7yhA,Why,0.353,0.676,0.67,0.0,8,0.103,-6.584,1,0.0374,113.01,4,0.54,79,148.0
Lil Wayne,3vWzyGTu6Ovo1GdrcJqH6e,Scared of the Dark (feat. XXXTENTACION),0.0696,0.454,0.636,0.0,0,0.24,-6.661,0,0.0788,79.348,4,0.214,79,233.0
6ix9ine,1oJ8EDr2pv94IvSd6ZmDgo,"MAMA (feat. Nicki Minaj, Kanye West)",0.0893,0.761,0.672,9.77e-06,1,0.14,-5.887,1,0.212,160.077,3,0.437,79,192.0
Ozuna,33b2wX9d0kxqxhi7lcsC1A,Unica,0.212,0.653,0.859,0.0,0,0.111,-3.048,1,0.0449,174.037,4,0.705,79,218.0
Juice WRLD,4zxpssj8DyrfZcEUSUiNxG,Ring Ring (feat. Clever),0.068,0.587,0.68,0.0,0,0.35,-4.382,0,0.0502,160.098,4,0.594,79,172.0
NOTD,18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),0.0253,0.661,0.725,0.0,6,0.123,-4.859,1,0.0563,119.927,4,0.605,79,198.0
Yo Gotti,6PRh0ilIMEP1xlUHqalnkD,Put a Date On It (feat. Lil Baby),0.0123,0.835,0.659,0.0,4,0.372,-5.696,1,0.31,129.93,4,0.579,79,195.0
J. Cole,6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,0.482,0.829,0.527,0.0,6,0.631,-6.644,0,0.367,116.078,4,0.473,79,200.0
Drake,3qN5qMTKyEEmiTZD38BNTT,I'm Upset,0.279,0.899,0.586,0.0,11,0.0836,-7.866,0,0.344,150.001,4,0.492,79,214.0
juan karlos,5f9808hpiCpuNyqqdXmpF2,Buwan,0.447,0.631,0.381,0.000171,7,0.0902,-11.808,1,0.04,126.008,4,0.36,79,343.0
LANY,0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,0.701,0.559,0.422,1.99e-06,11,0.0853,-11.89,1,0.195,74.002,4,0.191,79,287.0
Lennon Stella,2YyvWje3cEYyqgYhNUIaBJ,La Di Da,0.195,0.689,0.679,0.00111,7,0.224,-5.893,1,0.0517,149.972,4,0.475,79,210.0
Lewis Capaldi,4eQBL0cuF3ismYCzBff2Ii,Grace,0.49,0.733,0.533,0.0,4,0.171,-6.971,1,0.0357,104.506,4,0.483,79,185.0
Post Malone,5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee),0.337,0.669,0.675,1.5e-05,1,0.109,-2.869,1,0.0337,160.911,4,0.262,79,195.0
Twenty One Pilots,5HeKOKc4phmLn8e4I7EkzD,My Blood,0.0563,0.749,0.723,0.022,1,0.0977,-6.609,1,0.0432,108.999,4,0.674,79,229.0
I Belong to the Zoo,1X4l4i472kW5ofFP8Xo0x0,Sana,0.701,0.66,0.373,0.0,7,0.226,-7.874,1,0.029,126.887,4,0.348,79,277.0
Drax Project,3qLBz3j26AHO2jBYUQWLA6,Woke Up Late (feat. Hailee Steinfeld),0.043,0.698,0.66,0.0,2,0.186,-5.429,0,0.083,119.214,4,0.351,79,182.0
Juice WRLD,4zxpssj8DyrfZcEUSUiNxG,Ring Ring (with Rvssian feat. Clever),0.0768,0.581,0.673,0.0,0,0.4,-4.421,0,0.0549,160.073,4,0.621,79,172.0
Danny Ocean,2QmsKag0YaqhAbpR9Nwmpn,Epa Wei,0.233,0.688,0.82,0.0,6,0.091,-4.715,0,0.155,107.833,4,0.804,79,208.0
Juice WRLD,6phY2gnvf9WwCiXlLMQOY3,HeMotions,0.667,0.561,0.76,0.0,2,0.106,-7.194,1,0.264,163.938,4,0.317,79,187.0
H.E.R.,6lzLjIOyWTyTJvk0jraYee,Could've Been (feat. Bryson Tiller),0.64,0.545,0.33,7e-06,1,0.22,-11.719,0,0.164,103.553,4,0.399,79,248.0
Blackway,5zsHmE2gO3RefVsPyw2e3T,What's Up Danger (with Black Caviar),0.00406,0.701,0.759,0.000322,2,0.12,-6.076,1,0.0453,95.013,4,0.109,79,222.0
Charlie Puth,6wmAHw1szh5RCKSRjiXhPe,How Long,0.211,0.845,0.561,3.49e-06,1,0.0383,-5.253,0,0.0778,109.974,4,0.811,79,201.0
Gunna,1q9jq5X5vwmewjOa2mHtQ1,Same Yung Nigga (feat. Playboi Carti),0.183,0.852,0.568,0.0,1,0.0993,-9.202,0,0.344,81.526,4,0.504,79,181.0
Trippie Redd,4mHgYpuGHu99Mw69E83CP2,Taking A Walk,0.68,0.767,0.538,0.0,0,0.192,-6.044,0,0.052,81.031,4,0.343,79,122.0
Party in Backyard,0xGl8HKFncXK7aFZRTGZsr,Bitch Lasagna,0.0133,0.795,0.789,0.0,2,0.113,-5.21,1,0.259,149.961,4,0.535,79,134.0
Paloma Mami,42ArfZUgGo3k5btIHp08it,Not Steady,0.207,0.876,0.444,0.000827,8,0.105,-10.904,0,0.303,92.011,4,0.339,79,191.0
Piso 21,2RVrdr062uLFxXwIxwdXPH,Te Amo,0.0204,0.849,0.724,5.98e-06,5,0.235,-4.139,1,0.0665,98.005,4,0.63,79,201.0
Post Malone,1D2L6MefbXon28PzIk9I3r,92 Explorer,0.269,0.802,0.743,1.36e-06,7,0.121,-4.82,0,0.0474,146.03,4,0.877,79,211.0
Ozuna,6sR4WtcYJOCXzDsDfY9PwV,Cama Vacia,0.132,0.647,0.85,1.15e-06,9,0.0809,-2.185,0,0.212,175.797,4,0.316,79,201.0
K/DA,5sbooPcNgIE22DwO0VNGUJ,POP/STARS,0.0183,0.566,0.769,0.0,7,0.108,-4.342,1,0.0872,170.036,4,0.385,79,191.0
Offset,32iPykTXUNZ9oGyACGUybq,How Did I Get Here (feat. J. Cole),0.507,0.883,0.544,1.6e-06,2,0.08,-7.92,1,0.233,129.993,4,0.114,79,277.0
Playboi Carti,2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),0.191,0.674,0.649,0.0,1,0.122,-8.433,0,0.199,153.069,4,0.48,79,154.0
Luis Fonsi,6habFhsOp2NvshLv26DqMb,Despacito,0.198,0.655,0.797,0.0,2,0.067,-4.787,1,0.153,177.928,4,0.839,79,229.0
Drake,7rC5Pl8rQSX4myONQHYPBK,Mob Ties,0.0456,0.755,0.575,0.00124,4,0.276,-8.393,0,0.0678,85.987,4,0.49,79,205.0
Sebastian Yatra,6WSAPEkvEfcEUgSTAo1D3S,Vuelve,0.559,0.716,0.474,0.0,11,0.135,-6.714,1,0.052,77.811,4,0.302,79,224.0
Dan + Shay,7q7jyVU0f0hnod8tsaUmxg,Speechless,0.328,0.631,0.44,0.0,1,0.239,-5.948,1,0.028,136.033,4,0.418,79,213.0
Khalid,1NgCWYuBLfqBDA3b8MgSVU,Twenty One,0.212,0.776,0.445,0.00409,9,0.124,-8.574,1,0.0371,109.981,4,0.405,79,184.0
Rich The Kid,4bi9YrkOvmg4Eb7h00AW2c,Fall Threw (feat. Young Thug & Gunna),0.0219,0.864,0.652,0.0,8,0.224,-6.815,0,0.462,75.988,4,0.692,79,190.0
Clean Bandit,3WDIhWoRWVcaHdRwMEHkkS,Mama (feat. Ellie Goulding),0.225,0.737,0.714,3.79e-06,1,0.267,-6.138,0,0.0367,102.046,4,0.608,79,190.0
Young Thug,0kCBorRrKZkSztd9m0QI3r,Chanel (Go Get It) [feat. Gunna & Lil Baby],0.00183,0.938,0.5,0.0,4,0.077,-10.08,0,0.144,140.011,4,0.462,79,202.0
MC Kevin o Chris,7rLegaz7zKB6EtDNzcslKE,Medley da Gaiola - Dennis DJ Remix,0.702,0.897,0.757,0.0,4,0.0779,-5.243,0,0.236,140.038,4,0.613,79,240.0
Maluma,5cepAtqnEQ6yVG6088zMMu,Corazón (feat. Nego do Borel),0.328,0.722,0.738,1.47e-05,9,0.198,-6.073,0,0.247,198.075,4,0.748,79,185.0
Dave,3rqmxZNh2BRgJ3BiCPFTSG,Disaster (feat. J Hus),0.619,0.727,0.761,0.0,0,0.077,-5.686,0,0.436,91.108,4,0.706,79,240.0
Bhad Bhabie,0jtTDKt1FRTnKbWtWSGLoy,Bestie (feat. Kodak Black),0.0741,0.908,0.625,0.0,1,0.182,-4.519,1,0.19,101.993,4,0.613,79,140.0
XXXTENTACION,01TnVDiet1DFTsyWKUKovl,NUMB,0.1,0.414,0.416,0.179,11,0.131,-8.024,0,0.0251,159.91,4,0.196,79,186.0
88rising,6TodWdTSDfzwgYynTZSvJn,Midsummer Madness,0.359,0.409,0.678,4.76e-06,9,0.167,-7.731,1,0.0878,89.968,4,0.168,79,281.0
CNCO,6tT4Ks1N04Ut0lSQ3xjSaZ,Llegaste Tú,0.153,0.702,0.914,0.0,7,0.0625,-2.934,0,0.0376,96.991,4,0.563,79,191.0
G-Eazy,2O8gSQ9z52tZSLJnuzjkcG,West Coast,0.0729,0.843,0.806,0.0,6,0.758,-5.156,1,0.367,97.858,4,0.821,79,140.0
Sebastian Yatra,3IPJg1sdqLj12kFIndaonN,No Hay Nadie Más,0.861,0.695,0.379,0.0,6,0.106,-9.096,1,0.0339,105.108,4,0.808,79,200.0
Khalid,6fOOKqQWcSy33ApU1wqkkW,Paradise,0.206,0.581,0.452,0.00329,11,0.0881,-9.558,1,0.15,75.046,4,0.523,79,174.0
David Guetta,2lYTJK94hb0fd1LQtb6Dhk,Don't Leave Me Alone (feat. Anne-Marie),0.118,0.659,0.738,0.0,4,0.115,-5.072,0,0.0477,127.95,4,0.481,78,184.0
Bas,0YAQnYt2oB8OdoaeqnHyTI,Tribe (with J. Cole),0.241,0.755,0.594,0.0,7,0.107,-5.906,1,0.216,178.929,4,0.237,78,238.0
Thomas Rhett,1HY7Ze0NWqDJkl4g4MV62Q,Look What God Gave Her,0.0221,0.732,0.847,0.0,2,0.246,-3.921,1,0.0307,113.012,4,0.885,78,168.0
DaBaby,2gwkD6igEhQbDQegRCcdoB,Suge,0.0608,0.876,0.662,0.0,2,0.127,-6.482,0,0.426,75.445,4,0.844,78,163.0
Khalid,42w7pX3r1TpLR0i55Ek5ND,Bluffin',0.354,0.529,0.314,0.000436,0,0.102,-10.323,1,0.0461,129.664,3,0.288,78,199.0
6ix9ine,5KhFaq45chTw8RGfWo8T8J,BILLY,0.175,0.764,0.711,0.0,4,0.105,-3.818,0,0.288,90.076,4,0.774,78,113.0
Jesse & Joy,6SFtimpTgM5wdYqTalvtFy,Te Esperé,0.148,0.592,0.692,1.27e-06,0,0.235,-5.525,1,0.0298,126.056,4,0.274,78,216.0
Jeremy Zucker,75ls0gurX68lUmMjE7QcsE,all the kids are depressed,0.836,0.773,0.437,2.42e-05,9,0.544,-8.281,1,0.0963,103.861,4,0.707,78,170.0
Juice WRLD,06LFFPPS7MylCZXps3cO4m,Who Shot Cupid?,0.0558,0.758,0.932,0.0,3,0.097,-2.809,1,0.0372,125.993,4,0.592,78,214.0
Clean Bandit,1fLhGF1JfGQYj6EZLndD86,Baby (feat. Marina & Luis Fonsi),0.356,0.755,0.74,1.05e-05,0,0.0994,-5.354,0,0.04,116.946,4,0.33,78,205.0
Ski Mask The Slump God,2gQYziDV5cSTRSqr6akzi5,Take A Step Back,0.109,0.802,0.59,0.0,6,0.429,-8.81,1,0.273,117.007,4,0.747,78,210.0
Daniel Caesar,23c9gmiiv7RCu7twft0Mym,Who Hurt You?,0.586,0.649,0.493,0.000167,11,0.0667,-7.645,0,0.11,104.542,4,0.277,78,232.0
EXO,0yB4jrSwN0bFtFRDR5vyMj,Love Shot,0.0702,0.689,0.678,0.0,5,0.0889,-4.287,0,0.119,145.883,4,0.335,78,200.0
Ozuna,7uYgVgRSgqluZclLS7wpp4,El Farsante - Remix,0.218,0.737,0.742,0.0,6,0.316,-2.875,1,0.0441,119.966,4,0.386,78,258.0
Joji,1DMEzmAoQIikcL52psptQL,TEST DRIVE,0.71,0.646,0.648,0.00316,3,0.108,-8.602,1,0.0372,75.004,4,0.466,78,179.0
iKON,6qAzAmPBUpGrk7XADZHR5k,LOVE SCENARIO,0.331,0.806,0.707,0.0,7,0.294,-4.623,1,0.0307,118.011,4,0.746,78,210.0
Tory Lanez,6j97zG4DDrh3oUa6rZbFOs,FeRRis WhEEL (feat. Trippie Redd),0.0835,0.807,0.602,0.0,11,0.151,-5.005,1,0.274,95.031,4,0.252,78,152.0
Peter Manos,1tT55K6VEyO6XFDxK4lDQe,In My Head,0.745,0.499,0.181,0.00123,9,0.106,-15.359,0,0.0429,111.956,4,0.0747,78,215.0
Travis Scott,0u695M7KyzXaPIjpEbxOkB,SICKO MODE - Skrillex Remix,0.0184,0.636,0.824,0.0,1,0.136,-3.426,1,0.139,155.056,4,0.452,78,304.0
Iggy Azalea,7dsEsd0rlVs6PddRJj64ho,Sally Walker,0.0177,0.905,0.492,0.0,8,0.0994,-8.953,0,0.0936,140.076,4,0.605,78,179.0
Liam Payne,0Y4hwUppbGc8aIBmiTz30A,Familiar,0.0161,0.636,0.805,0.0,9,0.0793,-4.594,1,0.327,92.958,4,0.908,78,197.0
T3R Elemento,0xYTyyfV767E2Vn3hz56kL,Aerolínea Carrillo,0.337,0.669,0.561,0.0,1,0.198,-6.613,1,0.0318,114.405,3,0.867,78,174.0
Clean Bandit,1fLhGF1JfGQYj6EZLndD86,Baby (feat. MARINA & Luis Fonsi),0.356,0.755,0.74,1.05e-05,0,0.0994,-5.354,0,0.04,116.946,4,0.33,78,205.0
Luis Fonsi,4178A5NkEjcsGc64jpBO6d,Calypso,0.138,0.866,0.859,0.0,1,0.401,-3.087,0,0.0587,109.972,4,0.923,78,200.0
